x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	1	
7	1	
8	1	
9	1	
10	1	
11	1	
12	1	
13	1	
14	1	
15	1	
16	1	
17	1	
18	1	
19	1	
20	1	
21	1	
22	1	
23	1	
24	1	
25	1	
26	1	
27	1	
28	1	
29	3	
30	3	
31	3	
32	3	
33	3	
34	3	
35	3	
36	4	
37	4	
38	4	
39	4	
40	4	
41	4	
42	4	
43	4	
44	4	
45	4	
46	4	
47	4	
48	4	
49	4	
50	4	
51	4	
52	4	
53	4	
54	4	
55	4	
56	4	
57	4	
58	4	
59	4	
60	4	
61	4	
62	4	
63	4	
64	4	
65	4	
66	4	
67	4	
68	4	
69	4	
70	5	
71	5	30.54
72	5	
73	5	
74	5	
75	5	
76	5	29.44
77	5	
78	5	
79	5	
80	5	
81	5	32.74
82	6	
83	6	
84	6	
85	6	
86	6	32.8
87	6	
88	6	
89	6	
90	6	
91	6	35.9
92	6	
93	5	
94	5	
95	5	
96	5	38.2
97	5	
98	5	
99	5	
100	5	
101	5	38.2
102	5	
103	5	
104	5	
105	5	
106	5	36.4
107	5	
108	5	
109	5	
110	5	
111	5	25.2
112	5	
113	5	
114	5	
115	5	
116	5	25.2
117	5	
118	3	
119	3	
120	3	
121	3	27.1
122	3	
123	3	
124	3	
125	3	
126	3	32.9
127	3	
128	3	
129	3	
130	3	
131	3	27
132	3	
133	3	
134	3	
135	3	
136	3	38.4
137	3	
138	3	
139	3	
140	3	
141	3	36
142	3	
143	3	
144	3	
145	3	
146	3	40.1
147	3	
148	3	
149	4	
150	5	
151	5	40.1
152	5	
153	5	
154	5	
155	5	
156	5	40.1
157	5	
158	5	
159	3	
160	3	
161	3	40.15
162	3	
163	3	
164	3	
165	3	
166	8	40.1
167	8	
168	8	
169	8	
170	9	
171	9	40.1
172	9	
173	9	
174	9	
175	9	
176	9	38.6
177	9	
178	9	
179	9	
180	9	
181	9	36.6
182	9	
183	12	
184	12	
185	12	
186	12	38.9
187	12	
188	12	
189	12	
190	12	
191	12	30.9
192	12	
193	12	
194	12	
195	12	
196	12	30.9
197	12	
198	12	
199	12	
200	12	
201	12	34.4
202	12	
203	12	
204	12	
205	11	
206	11	34.4
