x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	6	
5	7	
6	7	
7	32	
8	66	
9	83	
10	88	
11	89	
12	90	
13	92	
14	97	
15	97	
16	97	
17	100	
18	100	
19	101	
20	102	
21	103	
22	103	
23	122	
24	136	
25	150	
26	153	
27	154	
28	162	
29	163	
30	163	
31	165	
32	165	
33	172	
34	182	
35	188	
36	201	
37	204	
38	210	
39	223	
40	235	
41	252	
42	254	
43	255	
44	284	
45	285	
46	297	
47	299	
48	300	
49	302	
50	305	
51	306	
52	308	
53	315	
54	315	
55	315	
56	316	
57	320	
58	321	
59	324	
60	324	
61	341	
62	351	
63	351	
64	352	
65	356	
66	358	
67	369	
68	374	
69	380	
70	383	
71	386	20.73
72	388	
73	388	
74	398	
75	401	
76	407	15.7
77	411	
78	408	
79	407	
80	407	
81	424	19.7
82	428	
83	428	
84	435	
85	442	
86	445	20
87	444	
88	442	
89	441	
90	448	
91	451	26.5
92	453	
93	456	
94	457	
95	477	
96	484	26.8
97	486	
98	487	
99	488	
100	495	
101	495	26.8
102	497	
103	498	
104	498	
105	489	
106	493	26.8
107	494	
108	498	
109	498	
110	510	
111	526	27.2
112	532	
113	538	
114	534	
115	525	
116	526	27.9
117	517	
118	517	
119	510	
120	513	
121	521	16.86
122	522	
123	521	
124	590	
125	591	
126	604	30.8
127	611	
128	612	
129	623	
130	624	
131	628	31.43
132	629	
133	628	
134	624	
135	645	
136	644	31.43
137	629	
138	627	
139	635	
140	643	
141	646	37.3
142	638	
143	648	
144	666	
145	674	
146	670	40.9
147	660	
148	663	
149	665	
150	669	
151	670	41.9
152	671	
153	680	
154	680	
155	674	
156	720	40.1
157	720	
158	725	
159	727	
160	727	
161	726	38.4
162	724	
163	728	
164	711	
165	712	
166	726	38.7
167	728	
168	731	
169	732	
170	727	
171	793	42.5
172	790	
173	793	
174	801	
175	806	
176	813	28.49
177	814	
178	816	
179	824	
180	832	
181	834	42.3
182	834	
183	835	
184	838	
185	837	
186	842	39.7
187	843	
188	844	
189	825	
190	825	
191	826	36.8
192	821	
193	824	
194	821	
195	822	
196	827	37.3
197	821	
198	817	
199	809	
200	809	
201	813	27.39
202	812	
203	810	
204	808	
205	808	
206	813	23.3
