x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	13	
5	13	
6	13	
7	13	
8	13	
9	13	
10	14	
11	14	
12	14	
13	16	
14	18	
15	19	
16	20	
17	21	
18	21	
19	21	
20	22	
21	23	
22	24	
23	25	
24	25	
25	25	
26	25	
27	25	
28	28	
29	28	
30	28	
31	28	
32	28	
33	28	
34	28	
35	29	
36	29	
37	29	
38	30	
39	30	
40	31	
41	31	
42	31	
43	32	
44	32	
45	32	
46	33	
47	33	
48	33	
49	33	
50	33	
51	34	
52	35	
53	35	
54	35	
55	35	
56	35	
57	37	
58	38	
59	38	
60	38	
61	38	
62	39	
63	39	
64	39	
65	39	
66	39	
67	39	
68	39	
69	40	
70	40	
71	40	45.1
72	40	
73	40	
74	40	
75	40	
76	40	45.46
77	40	
78	40	
79	40	
80	41	
81	41	45.1
82	41	
83	43	
84	43	
85	44	
86	44	50
87	44	
88	45	
89	45	
90	45	
91	44	51
92	45	
93	45	
94	40	
95	41	
96	41	44.6
97	43	
98	44	
99	46	
100	46	
101	46	38.4
102	46	
103	45	
104	47	
105	46	
106	46	45.6
107	46	
108	47	
109	47	
110	49	
111	49	44.3
112	50	
113	50	
114	50	
115	50	
116	49	38.2
117	49	
118	49	
119	49	
120	48	
121	48	35.5
122	48	
123	49	
124	49	
125	47	
126	47	31.9
127	47	
128	48	
129	49	
130	49	
131	48	33
132	49	
133	49	
134	49	
135	50	
136	47	33.8
137	45	
138	45	
139	46	
140	46	
141	47	30
142	47	
143	46	
144	50	
145	49	
146	49	32.9
147	49	
148	49	
149	50	
150	49	
151	48	29
152	50	
153	50	
154	50	
155	50	
156	50	27.96
157	51	
158	51	
159	51	
160	52	
161	51	30.1
162	52	
163	49	
164	49	
165	50	
166	49	33.57
167	49	
168	49	
169	49	
170	50	
171	51	29.31
172	52	
173	53	
174	53	
175	52	
176	52	19.86
177	52	
178	52	
179	54	
180	53	
181	53	20.56
182	56	
183	56	
184	59	
185	57	
186	59	19.86
187	59	
188	59	
189	59	
190	60	
191	60	20.76
192	60	
193	58	
194	58	
195	58	
196	58	37.71
197	61	
198	59	
199	59	
200	58	
201	58	24.9
202	60	
203	59	
204	58	
205	58	
206	59	25.4
207	59	
