x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	5	
5	9	
6	9	
7	13	
8	20	
9	46	
10	53	
11	53	
12	55	
13	56	
14	57	
15	62	
16	64	
17	66	
18	76	
19	89	
20	96	
21	120	
22	200	
23	213	
24	227	
25	249	
26	249	
27	297	
28	305	
29	314	
30	320	
31	322	
32	385	
33	388	
34	391	
35	408	
36	447	
37	467	
38	477	
39	487	
40	496	
41	504	
42	512	
43	515	
44	520	
45	523	
46	531	
47	539	
48	545	
49	546	
50	549	
51	555	
52	562	
53	576	
54	580	
55	580	
56	588	
57	589	
58	590	
59	601	
60	604	
61	607	
62	611	
63	622	
64	632	
65	644	
66	660	
67	662	
68	679	
69	680	
70	684	
71	706	31.44
72	706	
73	715	
74	717	
75	724	
76	733	34.05
77	735	
78	754	
79	755	
80	774	
81	772	41.05
82	782	
83	802	
84	805	
85	816	
86	820	41.05
87	824	
88	844	
89	842	
90	849	
91	842	41.05
92	844	
93	843	
94	848	
95	855	
96	862	43.55
97	863	
98	877	
99	883	
100	892	
101	887	43.55
102	892	
103	907	
104	949	
105	956	
106	952	43.55
107	955	
108	950	
109	955	
110	956	
111	966	42.55
112	971	
113	965	
114	973	
115	995	
116	1004	42.55
117	1001	
118	993	
119	972	
120	945	
121	946	35.21
122	976	
123	969	
124	967	
125	966	
126	1001	43.2
127	1031	
128	1034	
129	1034	
130	1038	
131	1034	31.3
132	1044	
133	1038	
134	1039	
135	1041	
136	1065	31.3
137	1069	
138	1069	
139	1064	
140	1071	
141	1075	35.3
142	1106	
143	1095	
144	1086	
145	1080	
146	1094	24.7
147	1088	
148	1098	
149	1097	
150	1091	
151	1063	27.5
152	1077	
153	1082	
154	1093	
155	1085	
156	1064	13.1
157	1088	
158	1106	
159	1112	
160	1132	
161	1158	16.5
162	1162	
163	1175	
164	1174	
165	1182	
166	1194	21.99
167	1198	
168	1199	
169	1192	
170	1237	
171	1238	17.71
172	1244	
173	1256	
174	1256	
175	1257	
176	1291	17.71
177	1304	
178	1316	
179	1297	
180	1303	
181	1322	17.61
182	1322	
183	1325	
184	1319	
185	1331	
186	1394	23.69
187	1389	
188	1393	
189	1366	
190	1359	
191	1375	25.09
192	1375	
193	1368	
