x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	5	
5	6	
6	6	
7	7	
8	7	
9	7	
10	7	
11	7	
12	8	
13	8	
14	8	
15	8	
16	8	
17	9	
18	9	
19	9	
20	9	
21	9	
22	9	
23	9	
24	9	
25	9	
26	10	
27	10	
28	10	
29	10	
30	10	
31	10	
32	10	
33	10	
34	10	
35	10	
36	10	
37	10	
38	11	
39	11	
40	11	
41	11	
42	11	
43	12	
44	14	
45	14	
46	14	
47	14	
48	15	
49	15	
50	15	
51	15	
52	15	
53	17	
54	17	
55	17	
56	17	
57	17	
58	17	
59	17	
60	17	
61	19	
62	19	
63	19	
64	19	
65	19	
66	19	
67	20	
68	20	
69	20	
70	20	
71	20	20.96
72	20	
73	20	
74	20	
75	19	
76	19	13.86
77	18	
78	18	
79	18	
80	18	
81	18	11.43
82	18	
83	18	
84	19	
85	19	
86	19	13.23
87	21	
88	21	
89	21	
90	21	
91	24	17.86
92	24	
93	24	
94	24	
95	24	
96	24	19.23
97	24	
98	24	
99	26	
100	26	
101	26	16.3
102	26	
103	27	
104	27	
105	26	
106	26	17.1
107	26	
108	26	
109	25	
110	24	
111	24	20.4
112	24	
113	23	
114	23	
115	23	
116	23	23.8
117	23	
118	23	
119	25	
120	26	
121	26	14.8
122	26	
123	26	
124	28	
125	28	
126	30	20.33
127	30	
128	30	
129	31	
130	31	
131	31	17.66
132	30	
133	30	
134	30	
135	29	
136	29	17.96
137	29	
138	29	
139	29	
140	29	
141	29	36.7
142	28	
143	28	
144	33	
145	33	
146	33	39.8
147	33	
148	33	
149	31	
150	31	
151	31	42.2
152	31	
153	31	
154	32	
155	32	
156	33	39.9
157	33	
158	33	
159	33	
160	36	
161	36	36.5
162	36	
163	39	
164	38	
165	38	
166	38	38
167	38	
168	38	
169	38	
170	38	
171	45	41.8
172	45	
173	44	
174	44	
175	44	
176	40	26.94
177	40	
178	40	
179	40	
180	40	
181	40	37.4
182	40	
183	40	
184	40	
185	40	
186	40	33.9
187	40	
188	40	
189	40	
190	39	
191	38	33.9
192	37	
193	36	
194	36	
195	37	
196	38	34.6
197	38	
198	38	
199	38	
200	38	
201	39	24.52
202	40	
203	40	
204	39	
205	39	
206	39	18.92
