x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	4	
5	4	
6	5	
7	11	
8	13	
9	15	
10	15	
11	15	
12	18	
13	18	
14	18	
15	18	
16	18	
17	18	
18	19	
19	19	
20	20	
21	20	
22	25	
23	36	
24	41	
25	41	
26	41	
27	41	
28	43	
29	43	
30	44	
31	46	
32	48	
33	48	
34	49	
35	49	
36	50	
37	50	
38	50	
39	50	
40	50	
41	50	
42	52	
43	52	
44	52	
45	52	
46	52	
47	55	
48	55	
49	57	
50	57	
51	59	
52	61	
53	62	
54	65	
55	65	
56	66	
57	67	
58	67	
59	67	
60	67	
61	67	
62	67	
63	67	
64	69	
65	70	
66	70	
67	70	
68	72	
69	73	
70	73	
71	73	39.7
72	73	
73	74	
74	74	
75	77	
76	77	30.7
77	77	
78	88	
79	92	
80	93	
81	97	22.6
82	97	
83	98	
84	101	
85	100	
86	97	28.2
87	96	
88	95	
89	98	
90	101	
91	101	14.77
92	101	
93	105	
94	104	
95	105	
96	113	17.8
97	111	
98	117	
99	117	
100	122	
101	123	17.8
102	121	
103	124	
104	125	
105	125	
106	126	17.8
107	124	
108	123	
109	132	
110	133	
111	133	19.6
112	128	
113	128	
114	135	
115	136	
116	136	17.8
117	142	
118	144	
119	149	
120	152	
121	153	17.8
122	153	
123	157	
124	158	
125	158	
126	159	13.4
127	163	
128	166	
129	166	
130	167	
131	169	9.8
132	173	
133	173	
134	174	
135	172	
136	175	9.8
137	175	
138	175	
139	175	
140	175	
141	171	7.65
142	174	
143	175	
144	175	
145	175	
146	178	12.9
147	178	
148	176	
149	175	
150	179	
151	178	6.78
152	178	
153	175	
154	176	
155	173	
156	173	10.1
157	174	
158	174	
159	175	
160	178	
161	178	9.3
162	175	
163	174	
164	175	
165	176	
166	177	9.3
167	178	
168	178	
169	178	
170	175	
171	176	10.8
172	171	
173	173	
174	177	
175	178	
176	179	18.64
177	175	
178	176	
179	183	
180	183	
181	185	18.43
182	184	
183	185	
184	188	
185	189	
186	188	18.43
187	186	
188	188	
189	188	
190	187	
191	189	18.43
192	188	
193	194	
194	195	
195	195	
196	195	18.43
197	189	
198	189	
199	188	
200	183	
201	183	20.93
202	181	
203	179	
204	183	
205	182	
