x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	3	
5	4	
6	4	
7	4	
8	28	
9	32	
10	34	
11	34	
12	34	
13	35	
14	35	
15	35	
16	35	
17	36	
18	37	
19	37	
20	40	
21	41	
22	41	
23	44	
24	44	
25	48	
26	50	
27	50	
28	53	
29	54	
30	58	
31	58	
32	58	
33	61	
34	63	
35	63	
36	64	
37	64	
38	70	
39	72	
40	72	
41	75	
42	75	
43	77	
44	77	
45	77	
46	78	
47	78	
48	78	
49	78	
50	85	
51	85	
52	85	
53	88	
54	94	
55	98	
56	100	
57	100	
58	101	
59	103	
60	104	
61	107	
62	109	
63	113	
64	115	
65	116	
66	117	
67	119	
68	120	
69	126	
70	125	
71	128	26.55
72	129	
73	129	
74	132	
75	134	
76	138	32.9
77	138	
78	141	
79	142	
80	145	
81	145	29.2
82	146	
83	147	
84	151	
85	159	
86	161	29.2
87	164	
88	162	
89	163	
90	160	
91	159	30.94
92	159	
93	158	
94	157	
95	168	
96	168	28.29
97	170	
98	176	
99	176	
100	178	
101	176	28.29
102	178	
103	180	
104	182	
105	182	
106	187	28.29
107	193	
108	192	
109	195	
110	200	
111	200	28.29
112	205	
113	206	
114	212	
115	215	
116	214	26.29
117	211	
118	216	
119	222	
120	223	
121	222	26.29
122	221	
123	218	
124	223	
125	223	
126	224	26.29
127	230	
128	232	
129	234	
130	234	
131	233	26.35
132	235	
133	235	
134	233	
135	237	
136	237	31.95
137	237	
138	242	
139	242	
140	243	
141	243	33.3
142	244	
143	240	
144	244	
145	245	
146	244	42.1
147	244	
148	240	
149	240	
150	243	
151	248	43.6
152	246	
153	253	
154	252	
155	254	
156	267	36.8
157	264	
158	270	
159	267	
160	267	
161	270	30
162	269	
163	270	
164	274	
165	274	
166	273	17.4
167	270	
168	270	
169	278	
170	280	
171	286	17.4
172	284	
173	286	
174	287	
175	289	
176	292	27.81
177	287	
178	288	
179	291	
180	290	
181	292	29.41
182	293	
183	300	
184	296	
185	296	
186	295	37.85
187	295	
188	294	
189	294	
190	293	
191	290	31.95
192	292	
193	289	
194	289	
195	286	
196	287	39.85
197	286	
198	290	
199	290	
200	293	
201	289	35.65
202	288	
203	290	
204	289	
205	289	
206	291	35.65
