x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	1	
7	6	
8	6	
9	8	
10	8	
11	8	
12	8	
13	11	
14	12	
15	12	
16	12	
17	12	
18	12	
19	12	
20	12	
21	12	
22	13	
23	24	
24	25	
25	26	
26	27	
27	27	
28	27	
29	27	
30	27	
31	27	
32	27	
33	27	
34	27	
35	27	
36	27	
37	27	
38	27	
39	28	
40	28	
41	28	
42	30	
43	30	
44	30	
45	30	
46	32	
47	32	
48	32	
49	33	
50	33	
51	33	
52	34	
53	39	
54	39	
55	42	
56	42	
57	42	
58	50	
59	50	
60	51	
61	53	
62	53	
63	53	
64	53	
65	53	
66	55	
67	55	
68	56	
69	59	
70	59	
71	59	23.8
72	59	
73	59	
74	59	
75	59	
76	61	24.49
77	61	
78	62	
79	64	
80	64	
81	67	24.3
82	71	
83	73	
84	70	
85	71	
86	72	24.3
87	72	
88	74	
89	75	
90	75	
91	75	27.4
92	75	
93	76	
94	76	
95	81	
96	86	32.1
97	88	
98	86	
99	87	
100	87	
101	89	33.8
102	86	
103	86	
104	91	
105	94	
106	94	33.8
107	92	
108	92	
109	93	
110	113	
111	114	30.5
112	118	
113	118	
114	119	
115	128	
116	128	30.5
117	129	
118	129	
119	129	
120	134	
121	134	31.6
122	136	
123	136	
124	136	
125	137	
126	138	30.2
127	150	
128	149	
129	149	
130	155	
131	155	33.1
132	156	
133	155	
134	157	
135	157	
136	160	30.2
137	165	
138	165	
139	165	
140	165	
141	165	33.1
142	163	
143	163	
144	160	
145	168	
146	171	30.2
147	161	
148	162	
149	163	
150	165	
151	165	31.95
152	165	
153	165	
154	169	
155	176	
156	176	31.6
157	198	
158	197	
159	206	
160	208	
161	208	29.65
162	210	
163	211	
164	218	
165	216	
166	217	22.95
167	219	
168	221	
169	220	
170	223	
171	222	25.69
172	250	
173	250	
174	250	
175	255	
176	254	22.34
177	254	
178	256	
179	254	
180	254	
181	259	26.83
182	261	
183	261	
184	263	
185	260	
186	264	22.83
187	264	
188	264	
189	262	
190	260	
191	259	9.55
192	250	
193	248	
194	250	
195	251	
196	251	10.76
197	251	
198	252	
199	256	
200	255	
201	254	17.63
202	255	
203	257	
204	249	
205	247	
