x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	5	
5	5	
6	5	
7	5	
8	5	
9	10	
10	10	
11	10	
12	10	
13	10	
14	10	
15	11	
16	11	
17	12	
18	12	
19	12	
20	12	
21	12	
22	12	
23	13	
24	14	
25	14	
26	14	
27	15	
28	15	
29	15	
30	15	
31	16	
32	16	
33	17	
34	17	
35	17	
36	17	
37	17	
38	18	
39	18	
40	18	
41	20	
42	20	
43	20	
44	20	
45	20	
46	20	
47	20	
48	20	
49	22	
50	23	
51	23	
52	23	
53	23	
54	23	
55	23	
56	23	
57	23	
58	25	
59	25	
60	26	
61	28	
62	28	
63	31	
64	32	
65	32	
66	32	
67	32	
68	36	
69	36	
70	36	
71	36	37.31
72	36	
73	38	
74	37	
75	35	
76	40	21.21
77	40	
78	40	
79	42	
80	42	
81	43	21.11
82	44	
83	44	
84	42	
85	42	
86	41	24.21
87	42	
88	42	
89	42	
90	42	
91	42	28.21
92	43	
93	48	
94	49	
95	50	
96	53	29.61
97	53	
98	53	
99	57	
100	58	
101	57	32.11
102	57	
103	57	
104	57	
105	64	
106	66	32.11
107	66	
108	68	
109	69	
110	70	
111	71	37.61
112	70	
113	80	
114	80	
115	91	
116	91	40.7
117	91	
118	95	
119	94	
120	95	
121	93	32.81
122	92	
123	97	
124	97	
125	98	
126	105	24.21
127	104	
128	109	
129	109	
130	110	
131	115	23.01
132	115	
133	118	
134	119	
135	122	
136	122	23.32
137	122	
138	124	
139	125	
140	125	
141	125	30.16
142	124	
143	126	
144	126	
145	128	
146	128	25.36
147	130	
148	129	
149	129	
150	134	
151	135	18.86
152	137	
153	141	
154	142	
155	142	
156	145	18.26
157	146	
158	146	
159	147	
160	148	
161	149	18.86
162	149	
163	149	
164	153	
165	148	
166	149	18.17
167	149	
168	149	
169	149	
170	149	
171	150	18.17
172	149	
173	148	
174	150	
175	151	
176	152	11.77
177	153	
178	153	
179	155	
180	156	
181	154	18.17
182	156	
183	152	
184	152	
185	153	
186	152	14.27
187	157	
188	157	
189	157	
190	162	
191	160	14.27
192	160	
193	160	
194	159	
195	164	
196	162	10.89
197	166	
198	163	
199	164	
200	171	
201	171	16.4
202	162	
203	162	
204	155	
205	155	
