x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	11	
5	11	
6	11	
7	11	
8	11	
9	12	
10	12	
11	12	
12	12	
13	12	
14	12	
15	12	
16	12	
17	12	
18	13	
19	22	
20	22	
21	22	
22	24	
23	24	
24	24	
25	24	
26	24	
27	25	
28	26	
29	27	
30	27	
31	27	
32	28	
33	28	
34	28	
35	28	
36	28	
37	28	
38	28	
39	28	
40	29	
41	29	
42	29	
43	29	
44	29	
45	29	
46	30	
47	31	
48	34	
49	34	
50	34	
51	41	
52	41	
53	41	
54	41	
55	41	
56	41	
57	41	
58	41	
59	41	
60	41	
61	41	
62	41	
63	49	
64	52	
65	52	
66	52	
67	52	
68	52	
69	53	
70	53	
71	53	63.29
72	53	
73	52	
74	53	
75	54	
76	54	39.79
77	54	
78	53	
79	53	
80	51	
81	51	44.39
82	52	
83	52	
84	52	
85	53	
86	57	25.89
87	57	
88	57	
89	57	
90	57	
91	54	19.49
92	57	
93	57	
94	56	
95	57	
96	57	15.28
97	61	
98	61	
99	61	
100	61	
101	60	18.15
102	62	
103	64	
104	62	
105	62	
106	64	22.9
107	65	
108	66	
109	65	
110	65	
111	66	23
112	66	
113	73	
114	73	
115	73	
116	74	28.31
117	79	
118	79	
119	79	
120	77	
121	81	26.8
122	81	
123	82	
124	83	
125	83	
126	84	30.1
127	86	
128	85	
129	88	
130	90	
131	90	29.6
132	93	
133	92	
134	93	
135	93	
136	92	32.6
137	92	
138	97	
139	98	
140	102	
141	109	27.3
142	110	
143	110	
144	110	
145	110	
146	108	33.5
147	110	
148	112	
149	113	
150	114	
151	113	32.7
152	116	
153	120	
154	120	
155	121	
156	121	34.83
157	120	
158	121	
159	127	
160	128	
161	126	34
162	126	
163	125	
164	128	
165	128	
166	132	32.23
167	132	
168	135	
169	135	
170	137	
171	137	23.27
172	137	
173	138	
174	137	
175	137	
176	139	21.17
177	141	
178	142	
179	142	
180	143	
181	144	23.79
182	143	
183	145	
184	144	
185	141	
186	141	20.74
187	144	
188	145	
189	143	
190	144	
191	146	34.55
192	147	
193	148	
194	150	
195	150	
196	150	24.15
197	149	
198	150	
199	152	
200	152	
201	152	29.45
202	152	
203	153	
204	153	
205	152	
206	151	29.45
