x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	2	
5	12	
6	12	
7	12	
8	12	
9	13	
10	13	
11	13	
12	14	
13	14	
14	14	
15	14	
16	14	
17	14	
18	16	
19	16	
20	16	
21	21	
22	21	
23	23	
24	24	
25	24	
26	24	
27	26	
28	31	
29	31	
30	31	
31	31	
32	32	
33	32	
34	33	
35	34	
36	35	
37	35	
38	35	
39	35	
40	35	
41	35	
42	36	
43	36	
44	36	
45	36	
46	36	
47	36	
48	36	
49	37	
50	38	
51	38	
52	39	
53	39	
54	39	
55	39	
56	39	
57	39	
58	39	
59	39	
60	39	
61	40	
62	42	
63	42	
64	42	
65	42	
66	42	
67	42	
68	42	
69	42	
70	43	
71	43	34.9
72	43	
73	43	
74	46	
75	46	
76	47	40.6
77	47	
78	47	
79	49	
80	49	
81	49	41.9
82	49	
83	49	
84	48	
85	48	
86	48	41.9
87	48	
88	48	
89	47	
90	47	
91	46	44.3
92	45	
93	44	
94	47	
95	46	
96	46	42.7
97	47	
98	47	
99	47	
100	49	
101	49	42.7
102	49	
103	47	
104	47	
105	48	
106	48	41.7
107	49	
108	49	
109	50	
110	52	
111	55	41.7
112	56	
113	55	
114	54	
115	53	
116	49	41.72
117	51	
118	52	
119	51	
120	51	
121	51	44.5
122	56	
123	57	
124	57	
125	56	
126	56	32.1
127	56	
128	56	
129	55	
130	54	
131	55	32.1
132	54	
133	55	
134	55	
135	55	
136	56	36.1
137	57	
138	57	
139	56	
140	56	
141	57	30.6
142	57	
143	57	
144	58	
145	59	
146	60	25.3
147	60	
148	60	
149	62	
150	61	
151	58	13.7
152	59	
153	60	
154	62	
155	63	
156	65	16.5
157	66	
158	68	
159	70	
160	70	
161	71	16.39
162	71	
163	72	
164	75	
165	73	
166	77	17.71
167	77	
168	78	
169	78	
170	78	
171	78	17.71
172	79	
173	77	
174	78	
175	78	
176	78	17.89
177	79	
178	79	
179	80	
180	81	
181	83	23.69
182	86	
183	86	
184	86	
185	86	
186	86	25.09
187	88	
188	87	
189	87	
190	87	
191	89	25.09
192	90	
193	89	
194	89	
195	89	
196	90	24.29
197	85	
198	86	
199	89	
200	89	
201	91	26.79
202	89	
203	89	
204	91	
205	92	
