x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	25	
5	31	
6	31	
7	33	
8	51	
9	73	
10	93	
11	97	
12	97	
13	101	
14	104	
15	104	
16	108	
17	111	
18	113	
19	113	
20	118	
21	132	
22	136	
23	175	
24	216	
25	246	
26	255	
27	257	
28	276	
29	280	
30	288	
31	291	
32	293	
33	314	
34	315	
35	325	
36	333	
37	336	
38	365	
39	373	
40	376	
41	385	
42	389	
43	430	
44	435	
45	440	
46	461	
47	461	
48	463	
49	465	
50	468	
51	478	
52	495	
53	506	
54	511	
55	520	
56	521	
57	551	
58	552	
59	557	
60	558	
61	565	
62	581	
63	586	
64	592	
65	614	
66	627	
67	645	
68	649	
69	655	
70	658	
71	665	20.8
72	670	
73	673	
74	673	
75	686	
76	691	12.4
77	696	
78	701	
79	704	
80	716	
81	723	16.6
82	720	
83	721	
84	721	
85	729	
86	729	15.7
87	731	
88	733	
89	749	
90	746	
91	772	19.23
92	771	
93	783	
94	788	
95	798	
96	802	10.94
97	806	
98	805	
99	819	
100	823	
101	829	10.94
102	834	
103	832	
104	829	
105	827	
106	825	19.23
107	824	
108	819	
109	828	
110	825	
111	832	27.33
112	833	
113	822	
114	856	
115	852	
116	867	26.93
117	873	
118	871	
119	860	
120	854	
121	867	26.93
122	868	
123	873	
124	873	
125	869	
126	877	32.43
127	878	
128	890	
129	900	
130	900	
131	903	32.43
132	898	
133	879	
134	886	
135	873	
136	866	32.43
137	876	
138	865	
139	874	
140	904	
141	913	44.93
142	917	
143	923	
144	921	
145	914	
146	911	48.69
147	838	
148	833	
149	815	
150	888	
151	900	49.09
152	900	
153	900	
154	902	
155	905	
156	927	48.19
157	938	
158	946	
159	943	
160	946	
161	963	48.19
162	965	
163	954	
164	949	
165	955	
166	937	52.39
167	939	
168	936	
169	950	
170	956	
171	952	43.55
172	953	
173	958	
174	973	
175	978	
176	979	52.8
177	976	
178	971	
179	981	
180	968	
181	969	52.6
182	977	
183	988	
184	1013	
185	1006	
186	1006	45.2
187	1014	
188	1010	
189	1018	
190	1013	
191	999	49
192	1030	
193	1030	
194	1022	
195	1020	
196	1021	47.1
197	1017	
198	1032	
199	1044	
200	1043	
201	1041	38.5
202	1047	
203	1038	
