x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	2	
5	2	
6	3	
7	6	
8	7	
9	9	
10	11	
11	11	
12	11	
13	13	
14	13	
15	15	
16	15	
17	15	
18	16	
19	16	
20	16	
21	24	
22	24	
23	27	
24	27	
25	37	
26	38	
27	38	
28	42	
29	42	
30	42	
31	43	
32	43	
33	43	
34	43	
35	43	
36	43	
37	43	
38	46	
39	46	
40	47	
41	47	
42	47	
43	49	
44	49	
45	49	
46	50	
47	50	
48	51	
49	51	
50	51	
51	52	
52	54	
53	57	
54	57	
55	62	
56	62	
57	65	
58	65	
59	67	
60	68	
61	68	
62	71	
63	72	
64	72	
65	73	
66	75	
67	78	
68	78	
69	79	
70	79	
71	81	20.7
72	81	
73	81	
74	83	
75	83	
76	83	13.7
77	81	
78	82	
79	83	
80	86	
81	86	14.9
82	87	
83	87	
84	87	
85	88	
86	88	13.7
87	88	
88	88	
89	91	
90	91	
91	93	18.2
92	93	
93	93	
94	93	
95	97	
96	96	21
97	96	
98	95	
99	97	
100	96	
101	96	21
102	94	
103	96	
104	96	
105	102	
106	103	20.15
107	100	
108	100	
109	103	
110	102	
111	102	20.1
112	103	
113	102	
114	104	
115	104	
116	104	20.1
117	104	
118	103	
119	107	
120	107	
121	107	30.8
122	109	
123	111	
124	111	
125	114	
126	114	33.55
127	115	
128	120	
129	123	
130	124	
131	124	41.05
132	124	
133	124	
134	125	
135	127	
136	124	40.55
137	125	
138	120	
139	121	
140	126	
141	126	48.85
142	123	
143	122	
144	120	
145	128	
146	129	38.5
147	129	
148	131	
149	131	
150	135	
151	134	38.5
152	134	
153	135	
154	132	
155	135	
156	141	38.5
157	144	
158	144	
159	143	
160	144	
161	143	29
162	142	
163	144	
164	144	
165	144	
166	141	29
167	142	
168	145	
169	144	
170	146	
171	146	23.11
172	147	
173	147	
174	147	
175	150	
176	150	26.01
177	154	
178	152	
179	152	
180	149	
181	149	28.91
182	151	
183	153	
184	156	
185	155	
186	154	32.71
187	155	
188	156	
189	155	
190	156	
191	157	37.51
192	158	
193	160	
194	157	
195	159	
196	169	37.99
197	172	
198	171	
199	171	
200	172	
201	171	26.42
202	172	
203	174	
204	173	
205	173	
206	173	36.8
207	173	
