x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	2	
5	3	
6	3	
7	11	
8	16	
9	17	
10	17	
11	17	
12	17	
13	18	
14	18	
15	18	
16	20	
17	20	
18	20	
19	20	
20	21	
21	22	
22	22	
23	22	
24	23	
25	23	
26	23	
27	23	
28	23	
29	23	
30	24	
31	24	
32	25	
33	25	
34	26	
35	26	
36	26	
37	26	
38	26	
39	26	
40	26	
41	26	
42	26	
43	26	
44	26	
45	26	
46	26	
47	26	
48	26	
49	27	
50	27	
51	27	
52	29	
53	29	
54	29	
55	29	
56	29	
57	29	
58	29	
59	29	
60	29	
61	29	
62	31	
63	33	
64	33	
65	36	
66	36	
67	36	
68	36	
69	36	
70	36	
71	37	30.05
72	37	
73	37	
74	36	
75	40	
76	41	31.4
77	41	
78	40	
79	41	
80	42	
81	45	27.2
82	46	
83	46	
84	47	
85	46	
86	46	20.4
87	46	
88	46	
89	43	
90	45	
91	44	23.49
92	43	
93	44	
94	46	
95	46	
96	49	25.35
97	50	
98	50	
99	51	
100	51	
101	52	25.35
102	51	
103	52	
104	52	
105	51	
106	52	25.35
107	53	
108	52	
109	52	
110	50	
111	52	25.35
112	52	
113	53	
114	53	
115	53	
116	53	26.65
117	52	
118	52	
119	52	
120	52	
121	53	27.65
122	53	
123	54	
124	55	
125	55	
126	55	27.65
127	54	
128	54	
129	55	
130	54	
131	54	27.65
132	53	
133	53	
134	56	
135	56	
136	57	31.55
137	58	
138	58	
139	61	
140	61	
141	61	28.1
142	60	
143	62	
144	63	
145	63	
146	62	36
147	62	
148	62	
149	62	
150	66	
151	67	40.8
152	69	
153	68	
154	68	
155	70	
156	69	26.5
157	72	
158	73	
159	73	
160	71	
161	70	26.9
162	73	
163	75	
164	75	
165	77	
166	77	28.8
167	77	
168	78	
169	78	
170	79	
171	79	28.8
172	80	
173	79	
174	79	
175	79	
176	78	30.6
177	78	
178	77	
179	77	
180	80	
181	80	37
182	81	
183	81	
184	79	
185	79	
186	80	32.4
187	82	
188	79	
189	81	
190	81	
191	81	38.8
192	81	
193	81	
194	81	
195	81	
196	81	36.3
197	84	
198	85	
199	85	
200	86	
201	86	35.6
202	87	
203	87	
204	87	
205	89	
206	94	35.6
