x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	1	
7	1	
8	1	
9	1	
10	1	
11	1	
12	2	
13	2	
14	7	
15	7	
16	7	
17	7	
18	7	
19	8	
20	8	
21	8	
22	8	
23	8	
24	8	
25	8	
26	8	
27	9	
28	9	
29	9	
30	9	
31	10	
32	11	
33	11	
34	14	
35	14	
36	14	
37	14	
38	14	
39	14	
40	14	
41	14	
42	14	
43	15	
44	16	
45	18	
46	18	
47	18	
48	19	
49	19	
50	20	
51	20	
52	20	
53	20	
54	20	
55	20	
56	20	
57	21	
58	21	
59	21	
60	21	
61	21	
62	21	
63	21	
64	21	
65	21	
66	21	
67	21	
68	23	
69	23	
70	23	
71	24	20.8
72	24	
73	25	
74	26	
75	26	
76	28	24.7
77	29	
78	29	
79	29	
80	29	
81	29	31
82	30	
83	30	
84	30	
85	30	
86	31	34.7
87	31	
88	31	
89	31	
90	31	
91	31	26.74
92	31	
93	32	
94	32	
95	35	
96	36	13.99
97	35	
98	34	
99	34	
100	34	
101	34	40.5
102	36	
103	36	
104	35	
105	39	
106	39	34.14
107	40	
108	39	
109	39	
110	40	
111	39	36.84
112	39	
113	39	
114	39	
115	42	
116	42	47.44
117	43	
118	43	
119	43	
120	44	
121	44	47.44
122	44	
123	43	
124	44	
125	43	
126	43	47.44
127	52	
128	52	
129	53	
130	55	
131	55	36.84
132	54	
133	55	
134	54	
135	55	
136	56	32.4
137	55	
138	54	
139	55	
140	59	
141	59	39.6
142	58	
143	58	
144	58	
145	60	
146	60	30.9
147	61	
148	61	
149	61	
150	61	
151	61	33.2
152	60	
153	60	
154	59	
155	60	
156	60	40.9
157	59	
158	59	
159	59	
160	60	
161	60	40.9
162	62	
163	63	
164	63	
165	63	
166	65	39
167	64	
168	62	
169	64	
170	65	
171	66	32.7
172	67	
173	66	
174	67	
175	68	
176	69	44.4
177	69	
178	69	
179	69	
180	68	
181	68	42.5
182	69	
183	72	
184	72	
185	72	
186	72	47.1
187	76	
188	76	
189	76	
190	78	
191	78	42.5
192	81	
193	81	
194	82	
195	83	
196	82	34.4
197	86	
198	85	
199	84	
200	84	
201	84	29.04
202	85	
203	85	
204	85	
205	85	
206	86	29.04
