x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	4	
7	6	
8	6	
9	6	
10	8	
11	8	
12	8	
13	8	
14	8	
15	9	
16	9	
17	9	
18	13	
19	15	
20	15	
21	21	
22	26	
23	27	
24	27	
25	31	
26	31	
27	31	
28	31	
29	31	
30	32	
31	32	
32	33	
33	33	
34	33	
35	38	
36	38	
37	38	
38	39	
39	39	
40	46	
41	47	
42	47	
43	53	
44	54	
45	54	
46	54	
47	54	
48	54	
49	54	
50	59	
51	61	
52	64	
53	64	
54	75	
55	75	
56	75	
57	75	
58	76	
59	79	
60	79	
61	79	
62	79	
63	81	
64	85	
65	85	
66	87	
67	88	
68	91	
69	92	
70	92	
71	92	22.1
72	92	
73	94	
74	94	
75	95	
76	95	17
77	96	
78	97	
79	97	
80	97	
81	97	14.9
82	98	
83	100	
84	100	
85	100	
86	102	14.9
87	103	
88	102	
89	101	
90	101	
91	105	22.11
92	107	
93	108	
94	107	
95	107	
96	105	22.11
97	107	
98	107	
99	102	
100	101	
101	99	22.11
102	101	
103	102	
104	101	
105	101	
106	104	25.41
107	106	
108	105	
109	105	
110	103	
111	103	30.01
112	101	
113	105	
114	105	
115	105	
116	108	29.61
117	109	
118	110	
119	110	
120	109	
121	110	29.61
122	110	
123	112	
124	109	
125	110	
126	111	36.51
127	111	
128	110	
129	108	
130	102	
131	102	32.11
132	100	
133	101	
134	100	
135	98	
136	96	37.31
137	105	
138	112	
139	111	
140	111	
141	111	44.81
142	112	
143	110	
144	109	
145	109	
146	109	42.07
147	110	
148	105	
149	104	
150	110	
151	110	42.47
152	110	
153	106	
154	106	
155	105	
156	106	42.47
157	107	
158	107	
159	107	
160	112	
161	111	35.67
162	112	
163	109	
164	109	
165	113	
166	110	40
167	109	
168	109	
169	113	
170	117	
171	118	42.6
172	118	
173	119	
174	125	
175	126	
176	126	46.2
177	124	
178	124	
179	125	
180	126	
181	126	45.7
182	126	
183	125	
184	125	
185	126	
186	125	45.1
187	129	
188	129	
189	131	
190	133	
191	131	45.1
192	132	
193	133	
194	133	
195	130	
196	128	34.3
197	129	
198	129	
199	130	
200	135	
201	136	29.4
202	138	
203	139	
204	139	
205	138	
206	138	30.5
