x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	3	
5	3	
6	4	
7	4	
8	4	
9	5	
10	5	
11	5	
12	5	
13	5	
14	5	
15	5	
16	5	
17	8	
18	8	
19	13	
20	13	
21	14	
22	14	
23	17	
24	17	
25	21	
26	21	
27	21	
28	21	
29	21	
30	21	
31	21	
32	21	
33	23	
34	23	
35	23	
36	24	
37	24	
38	24	
39	24	
40	24	
41	24	
42	24	
43	24	
44	25	
45	25	
46	25	
47	25	
48	25	
49	25	
50	25	
51	26	
52	26	
53	29	
54	30	
55	31	
56	32	
57	32	
58	32	
59	34	
60	34	
61	34	
62	34	
63	34	
64	44	
65	44	
66	44	
67	44	
68	44	
69	45	
70	46	
71	48	35.1
72	48	
73	57	
74	57	
75	57	
76	56	28.2
77	60	
78	63	
79	63	
80	63	
81	63	28.2
82	63	
83	68	
84	69	
85	74	
86	74	29.3
87	74	
88	75	
89	75	
90	75	
91	74	21.4
92	75	
93	75	
94	75	
95	75	
96	75	21.4
97	75	
98	75	
99	75	
100	75	
101	76	21.4
102	77	
103	80	
104	83	
105	85	
106	85	21.4
107	85	
108	85	
109	88	
110	88	
111	88	21.4
112	85	
113	85	
114	83	
115	83	
116	83	21.4
117	84	
118	84	
119	85	
120	84	
121	84	21.4
122	83	
123	83	
124	83	
125	83	
126	83	21.4
127	86	
128	86	
129	87	
130	87	
131	87	22.5
132	86	
133	85	
134	85	
135	85	
136	85	20.9
137	84	
138	84	
139	88	
140	84	
141	84	16
142	81	
143	77	
144	75	
145	91	
146	91	21.6
147	91	
148	88	
149	90	
150	91	
151	94	22.7
152	98	
153	98	
154	98	
155	98	
156	98	17.8
157	98	
158	98	
159	95	
160	93	
161	94	24.2
162	89	
163	90	
164	90	
165	91	
166	99	23.6
167	98	
168	100	
169	100	
170	101	
171	101	23.6
172	96	
173	96	
174	93	
175	92	
176	93	19.1
177	92	
178	97	
179	96	
180	96	
181	93	21.4
182	95	
183	95	
184	95	
185	94	
186	93	21.4
187	92	
188	96	
189	96	
190	95	
191	95	16.3
192	90	
193	88	
194	89	
195	89	
196	89	23.3
197	90	
198	89	
199	89	
200	88	
201	89	23.3
202	89	
203	88	
204	90	
205	93	
206	93	23.3
