x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	20	
5	20	
6	43	
7	44	
8	59	
9	70	
10	73	
11	74	
12	80	
13	82	
14	87	
15	90	
16	90	
17	92	
18	92	
19	92	
20	92	
21	106	
22	126	
23	146	
24	151	
25	174	
26	179	
27	181	
28	199	
29	205	
30	209	
31	209	
32	212	
33	223	
34	223	
35	224	
36	234	
37	236	
38	245	
39	248	
40	249	
41	252	
42	252	
43	255	
44	257	
45	257	
46	262	
47	264	
48	265	
49	269	
50	271	
51	273	
52	275	
53	275	
54	285	
55	287	
56	290	
57	292	
58	293	
59	294	
60	296	
61	298	
62	299	
63	299	
64	301	
65	302	
66	305	
67	306	
68	308	
69	310	
70	311	
71	312	21.1
72	314	
73	314	
74	321	
75	320	
76	319	22.9
77	311	
78	309	
79	310	
80	310	
81	316	18.4
82	321	
83	341	
84	348	
85	348	
86	353	19.4
87	358	
88	357	
89	363	
90	366	
91	375	19.4
92	375	
93	377	
94	375	
95	372	
96	378	19.4
97	380	
98	388	
99	404	
100	395	
101	393	19.4
102	393	
103	393	
104	389	
105	390	
106	387	19.5
107	393	
108	389	
109	384	
110	382	
111	382	19.5
112	382	
113	385	
114	383	
115	385	
116	388	21
117	389	
118	387	
119	386	
120	339	
121	342	20
122	341	
123	325	
124	323	
125	328	
126	326	23.5
127	327	
128	316	
129	312	
130	314	
131	314	23.3
132	316	
133	313	
134	316	
135	295	
136	298	23.3
137	301	
138	299	
139	302	
140	299	
141	284	29.59
142	296	
143	297	
144	300	
145	297	
146	297	24.6
147	297	
148	299	
149	298	
150	291	
151	289	26.4
152	293	
153	290	
154	291	
155	291	
156	287	25.8
157	290	
158	291	
159	283	
160	283	
161	283	30.2
162	281	
163	280	
164	274	
165	277	
166	291	32.8
167	290	
168	289	
169	287	
170	287	
171	290	28.7
172	293	
173	295	
174	296	
175	296	
176	294	19.3
177	260	
178	256	
179	256	
180	255	
181	253	19.4
182	244	
183	244	
184	248	
185	250	
186	250	20.4
187	253	
188	253	
189	250	
190	253	
191	251	15.1
192	255	
193	258	
194	255	
195	256	
196	257	18.3
197	259	
198	259	
199	263	
200	264	
201	268	15.1
202	267	
203	271	
204	268	
205	260	
206	267	8.7
