x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	98	
5	114	
6	114	
7	156	
8	202	
9	275	
10	296	
11	303	
12	303	
13	319	
14	331	
15	335	
16	338	
17	342	
18	351	
19	352	
20	355	
21	378	
22	388	
23	437	
24	455	
25	554	
26	557	
27	563	
28	605	
29	609	
30	620	
31	621	
32	635	
33	668	
34	669	
35	674	
36	680	
37	690	
38	730	
39	734	
40	738	
41	751	
42	762	
43	807	
44	809	
45	820	
46	849	
47	857	
48	862	
49	866	
50	890	
51	936	
52	983	
53	1040	
54	1049	
55	1085	
56	1094	
57	1152	
58	1155	
59	1182	
60	1194	
61	1211	
62	1240	
63	1246	
64	1256	
65	1261	
66	1292	
67	1331	
68	1352	
69	1377	
70	1384	
71	1403	22.8
72	1405	
73	1412	
74	1435	
75	1473	
76	1483	19.4
77	1505	
78	1524	
79	1531	
80	1563	
81	1567	15.9
82	1562	
83	1570	
84	1581	
85	1646	
86	1662	15.82
87	1660	
88	1660	
89	1683	
90	1698	
91	1715	21.84
92	1719	
93	1717	
94	1735	
95	1759	
96	1768	21.84
97	1777	
98	1769	
99	1798	
100	1806	
101	1817	21.84
102	1809	
103	1867	
104	1844	
105	1861	
106	1907	28.44
107	1928	
108	1895	
109	1923	
110	1934	
111	1933	28.44
112	1942	
113	1922	
114	1940	
115	2035	
116	2037	32.04
117	2060	
118	2069	
119	2065	
120	2070	
121	2071	43.1
122	2066	
123	2094	
124	2092	
125	2121	
126	2122	45.1
127	2118	
128	2143	
129	2139	
130	2144	
131	2129	48
132	2108	
133	2108	
134	2123	
135	2184	
136	2199	47.5
137	2193	
138	2252	
139	2252	
140	2264	
141	2262	47.9
142	2262	
143	2302	
144	2292	
145	2295	
146	2286	46.8
147	2331	
148	2376	
149	2371	
150	2364	
151	2347	40.64
152	2376	
153	2399	
154	2418	
155	2418	
156	2411	27.3
157	2460	
158	2455	
159	2452	
160	2434	
161	2439	24.97
162	2480	
163	2474	
164	2453	
165	2478	
166	2474	26
167	2499	
168	2510	
169	2471	
170	2485	
171	2493	25.32
172	2499	
173	2483	
174	2477	
175	2484	
176	2525	27.8
177	2521	
178	2503	
179	2489	
180	2527	
181	2538	38.3
182	2563	
183	2604	
