x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	1	
7	1	
8	1	
9	1	
10	2	
11	2	
12	2	
13	2	
14	2	
15	2	
16	2	
17	2	
18	2	
19	2	
20	2	
21	2	
22	2	
23	2	
24	2	
25	2	
26	2	
27	2	
28	2	
29	2	
30	2	
31	2	
32	2	
33	2	
34	2	
35	2	
36	2	
37	2	
38	2	
39	2	
40	2	
41	2	
42	2	
43	2	
44	2	
45	2	
46	2	
47	2	
48	2	
49	2	
50	2	
51	2	
52	2	
53	2	
54	2	
55	2	
56	2	
57	2	
58	2	
59	2	
60	2	
61	2	
62	2	
63	2	
64	2	
65	2	
66	3	
67	3	
68	3	
69	3	
70	3	
71	3	30.01
72	3	
73	3	
74	3	
75	3	
76	3	29.61
77	3	
78	3	
79	3	
80	3	
81	3	29.61
82	3	
83	3	
84	3	
85	3	
86	3	36.51
87	3	
88	3	
89	3	
90	6	
91	12	32.11
92	12	
93	12	
94	12	
95	12	
96	13	37.31
97	14	
98	13	
99	14	
100	14	
101	14	44.81
102	14	
103	14	
104	14	
105	14	
106	14	42.07
107	14	
108	14	
109	14	
110	14	
111	14	42.47
112	14	
113	14	
114	14	
115	14	
116	14	42.47
117	14	
118	14	
119	14	
120	14	
121	14	35.67
122	14	
123	14	
124	14	
125	14	
126	14	40
127	13	
128	20	
129	20	
130	20	
131	20	42.6
132	20	
133	20	
134	20	
135	20	
136	20	46.2
137	20	
138	20	
139	20	
140	20	
141	20	45.7
142	20	
143	20	
144	20	
145	20	
146	20	45.1
147	20	
148	20	
149	20	
150	20	
151	20	45.1
152	20	
153	20	
154	20	
155	20	
156	20	34.3
157	20	
158	20	
159	20	
160	20	
161	20	29.4
162	20	
163	20	
164	20	
165	20	
166	20	30.5
167	20	
168	20	
169	20	
170	20	
171	20	28.35
172	20	
173	20	
174	20	
175	20	
176	20	33.4
177	20	
178	20	
179	17	
180	12	
181	12	36.9
182	12	
183	12	
184	12	
185	11	
186	14	36.4
187	14	
188	14	
189	12	
190	12	
191	12	41.2
192	12	
193	12	
194	13	
195	13	
196	13	42.9
197	14	
198	14	
199	14	
200	14	
201	14	34.2
202	14	
203	14	
204	14	
205	14	
206	14	27.43
