x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	24	
5	25	
6	25	
7	28	
8	29	
9	38	
10	38	
11	38	
12	39	
13	39	
14	44	
15	44	
16	44	
17	51	
18	52	
19	52	
20	52	
21	55	
22	57	
23	57	
24	62	
25	63	
26	69	
27	69	
28	70	
29	70	
30	72	
31	72	
32	72	
33	75	
34	75	
35	79	
36	79	
37	79	
38	80	
39	80	
40	82	
41	82	
42	82	
43	85	
44	88	
45	88	
46	88	
47	88	
48	88	
49	88	
50	88	
51	90	
52	96	
53	99	
54	99	
55	100	
56	101	
57	101	
58	102	
59	103	
60	103	
61	103	
62	104	
63	105	
64	107	
65	108	
66	109	
67	110	
68	112	
69	112	
70	112	
71	112	26.5
72	112	
73	112	
74	112	
75	112	
76	113	21.9
77	114	
78	112	
79	112	
80	113	
81	113	21.9
82	113	
83	114	
84	114	
85	121	
86	121	21.9
87	121	
88	107	
89	107	
90	110	
91	110	21.3
92	110	
93	111	
94	113	
95	117	
96	117	20.3
97	116	
98	117	
99	120	
100	120	
101	121	28.9
102	119	
103	130	
104	127	
105	130	
106	130	30.2
107	131	
108	131	
109	131	
110	134	
111	136	34
112	139	
113	140	
114	140	
115	140	
116	140	34
117	141	
118	142	
119	144	
120	146	
121	150	31.3
122	151	
123	150	
124	150	
125	154	
126	156	33.4
127	158	
128	159	
129	160	
130	163	
131	162	36.1
132	162	
133	163	
134	164	
135	163	
136	161	34.4
137	149	
138	149	
139	149	
140	147	
141	147	38.4
142	150	
143	152	
144	155	
145	156	
146	157	36.1
147	155	
148	161	
149	161	
150	162	
151	161	36.1
152	162	
153	161	
154	162	
155	164	
156	164	38.8
157	170	
158	169	
159	167	
160	167	
161	168	41
162	169	
163	168	
164	168	
165	166	
166	165	40.7
167	167	
168	168	
169	166	
170	171	
171	170	33.8
172	157	
173	164	
174	163	
175	164	
176	163	33.4
177	162	
178	164	
179	162	
180	171	
181	168	33.4
182	166	
183	166	
184	170	
185	170	
186	171	35.5
187	171	
188	171	
189	172	
190	171	
191	172	32.4
192	169	
193	170	
194	173	
195	173	
196	175	32.4
197	175	
198	178	
199	175	
200	176	
201	176	37.3
202	177	
203	179	
204	180	
205	188	
206	190	32.7
207	192	
