x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	2	
5	3	
6	3	
7	6	
8	6	
9	9	
10	9	
11	9	
12	11	
13	11	
14	11	
15	13	
16	13	
17	13	
18	13	
19	13	
20	13	
21	13	
22	15	
23	15	
24	16	
25	16	
26	17	
27	17	
28	18	
29	19	
30	19	
31	20	
32	20	
33	21	
34	23	
35	24	
36	24	
37	24	
38	24	
39	24	
40	24	
41	24	
42	25	
43	25	
44	25	
45	25	
46	30	
47	31	
48	31	
49	32	
50	33	
51	33	
52	33	
53	33	
54	36	
55	36	
56	36	
57	36	
58	41	
59	41	
60	41	
61	42	
62	42	
63	43	
64	43	
65	43	
66	45	
67	51	
68	54	
69	54	
70	54	
71	54	42.4
72	54	
73	60	
74	61	
75	62	
76	67	33.6
77	67	
78	71	
79	71	
80	79	
81	80	28.2
82	80	
83	80	
84	81	
85	82	
86	81	28.2
87	84	
88	87	
89	86	
90	89	
91	89	26.8
92	95	
93	95	
94	95	
95	96	
96	96	21.4
97	102	
98	103	
99	103	
100	103	
101	103	21.4
102	103	
103	105	
104	103	
105	101	
106	102	21.4
107	103	
108	109	
109	111	
110	111	
111	111	21.4
112	117	
113	117	
114	117	
115	115	
116	115	21.4
117	118	
118	118	
119	117	
120	117	
121	118	21.4
122	119	
123	115	
124	117	
125	116	
126	116	21.4
127	117	
128	120	
129	120	
130	122	
131	122	21.4
132	124	
133	123	
134	123	
135	122	
136	121	22.5
137	122	
138	122	
139	122	
140	122	
141	123	24.8
142	128	
143	128	
144	128	
145	127	
146	128	19.3
147	124	
148	133	
149	133	
150	132	
151	132	23.7
152	138	
153	138	
154	139	
155	137	
156	136	17.8
157	134	
158	133	
159	133	
160	133	
161	134	25.9
162	133	
163	138	
164	142	
165	141	
166	144	24.2
167	141	
168	141	
169	144	
170	143	
171	146	23.6
172	145	
173	144	
174	147	
175	146	
176	142	21.3
177	147	
178	145	
179	143	
180	143	
181	137	21.4
182	137	
183	138	
184	135	
185	136	
186	134	23.8
187	134	
188	133	
189	135	
190	134	
191	137	21.7
192	136	
193	137	
194	139	
195	140	
196	137	20.8
197	139	
198	140	
199	138	
200	138	
201	134	23.3
202	134	
203	130	
204	131	
205	135	
