x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	5	
5	5	
6	5	
7	7	
8	8	
9	10	
10	10	
11	10	
12	11	
13	12	
14	13	
15	14	
16	15	
17	15	
18	16	
19	16	
20	16	
21	16	
22	16	
23	26	
24	28	
25	28	
26	28	
27	31	
28	32	
29	32	
30	33	
31	33	
32	34	
33	35	
34	35	
35	39	
36	39	
37	39	
38	39	
39	40	
40	41	
41	42	
42	42	
43	57	
44	57	
45	57	
46	57	
47	57	
48	57	
49	57	
50	57	
51	60	
52	61	
53	62	
54	63	
55	63	
56	63	
57	64	
58	65	
59	66	
60	66	
61	67	
62	67	
63	67	
64	67	
65	67	
66	68	
67	71	
68	71	
69	72	
70	72	
71	72	30.8
72	72	
73	72	
74	72	
75	73	
76	73	28.4
77	76	
78	77	
79	77	
80	78	
81	78	9.6
82	81	
83	83	
84	83	
85	84	
86	84	34.94
87	85	
88	84	
89	84	
90	84	
91	87	34.7
92	87	
93	90	
94	91	
95	92	
96	93	34.7
97	92	
98	94	
99	94	
100	94	
101	95	23.09
102	96	
103	96	
104	99	
105	98	
106	97	31.1
107	93	
108	93	
109	95	
110	95	
111	95	41.9
112	96	
113	97	
114	102	
115	102	
116	111	34.14
117	111	
118	110	
119	112	
120	111	
121	112	45.74
122	112	
123	112	
124	114	
125	113	
126	115	47.44
127	117	
128	123	
129	134	
130	135	
131	136	47.44
132	134	
133	134	
134	138	
135	138	
136	166	47.44
137	170	
138	170	
139	172	
140	175	
141	176	36.84
142	180	
143	180	
144	183	
145	182	
146	183	36.7
147	181	
148	183	
149	200	
150	198	
151	197	28.6
152	198	
153	196	
154	205	
155	203	
156	205	30.9
157	204	
158	204	
159	205	
160	205	
161	210	32.5
162	212	
163	212	
164	212	
165	212	
166	208	42.8
167	209	
168	209	
169	209	
170	210	
171	212	42.9
172	212	
173	214	
174	213	
175	218	
176	219	34.72
177	219	
178	220	
179	221	
180	221	
181	221	36.5
182	218	
183	221	
184	222	
185	223	
186	227	41.6
187	231	
188	233	
189	225	
190	226	
191	229	39.7
192	232	
193	234	
194	235	
195	232	
196	238	44.1
197	238	
198	236	
199	244	
200	244	
201	245	39.7
202	245	
203	242	
204	243	
205	239	
