x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	3	
5	5	
6	5	
7	8	
8	36	
9	39	
10	40	
11	40	
12	40	
13	47	
14	48	
15	48	
16	48	
17	49	
18	51	
19	53	
20	53	
21	53	
22	53	
23	56	
24	71	
25	80	
26	81	
27	81	
28	82	
29	82	
30	82	
31	83	
32	83	
33	85	
34	86	
35	86	
36	88	
37	88	
38	92	
39	92	
40	92	
41	94	
42	94	
43	97	
44	98	
45	98	
46	99	
47	99	
48	105	
49	105	
50	105	
51	107	
52	107	
53	112	
54	117	
55	120	
56	121	
57	121	
58	124	
59	125	
60	126	
61	126	
62	126	
63	127	
64	127	
65	129	
66	130	
67	131	
68	133	
69	133	
70	137	
71	137	40
72	138	
73	138	
74	139	
75	140	
76	143	40.6
77	144	
78	147	
79	158	
80	160	
81	165	37
82	167	
83	168	
84	168	
85	171	
86	172	33.5
87	170	
88	174	
89	175	
90	179	
91	181	34.2
92	179	
93	180	
94	182	
95	185	
96	194	23.1
97	221	
98	219	
99	223	
100	224	
101	252	23.1
102	254	
103	249	
104	250	
105	259	
106	261	23.1
107	263	
108	264	
109	264	
110	278	
111	283	23.1
112	282	
113	280	
114	282	
115	285	
116	285	23.1
117	278	
118	281	
119	279	
120	286	
121	290	23.1
122	291	
123	291	
124	296	
125	301	
126	301	18.7
127	303	
128	304	
129	307	
130	307	
131	309	18.7
132	306	
133	307	
134	303	
135	303	
136	302	20
137	297	
138	301	
139	303	
140	303	
141	302	20
142	294	
143	307	
144	311	
145	310	
146	310	18.2
147	310	
148	313	
149	312	
150	310	
151	316	18.2
152	315	
153	315	
154	315	
155	316	
156	314	21.5
157	312	
158	313	
159	317	
160	317	
161	318	23.3
162	317	
163	318	
164	317	
165	318	
166	317	23
167	322	
168	310	
169	312	
170	312	
171	309	15.7
172	311	
173	311	
174	314	
175	318	
176	319	13.13
177	318	
178	314	
179	318	
180	322	
181	320	18.43
182	320	
183	320	
184	319	
185	320	
186	319	18.43
187	317	
188	309	
189	310	
190	312	
191	274	18.43
192	274	
193	271	
194	278	
195	280	
196	278	18.43
197	279	
198	273	
199	271	
200	272	
201	269	20.93
202	272	
203	271	
204	266	
205	273	
206	273	22.13
207	274	
