x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	2	
5	3	
6	4	
7	4	
8	5	
9	5	
10	6	
11	6	
12	7	
13	7	
14	7	
15	7	
16	7	
17	7	
18	7	
19	11	
20	11	
21	11	
22	11	
23	11	
24	12	
25	12	
26	12	
27	12	
28	12	
29	13	
30	13	
31	13	
32	13	
33	13	
34	13	
35	13	
36	13	
37	13	
38	15	
39	15	
40	15	
41	16	
42	16	
43	16	
44	16	
45	16	
46	18	
47	18	
48	18	
49	18	
50	18	
51	18	
52	18	
53	18	
54	18	
55	18	
56	19	
57	19	
58	19	
59	19	
60	20	
61	21	
62	21	
63	22	
64	28	
65	28	
66	28	
67	28	
68	28	
69	29	
70	29	
71	29	27.62
72	29	
73	29	
74	31	
75	31	
76	31	24.2
77	36	
78	36	
79	36	
80	36	
81	37	16
82	36	
83	37	
84	39	
85	39	
86	40	22.2
87	40	
88	42	
89	43	
90	46	
91	46	25.9
92	46	
93	45	
94	46	
95	49	
96	49	25.9
97	49	
98	49	
99	49	
100	49	
101	50	28.7
102	52	
103	52	
104	53	
105	53	
106	53	25.9
107	54	
108	54	
109	72	
110	71	
111	71	27.2
112	71	
113	71	
114	71	
115	73	
116	73	29.2
117	73	
118	74	
119	74	
120	75	
121	76	35.7
122	76	
123	77	
124	77	
125	77	
126	77	35.7
127	77	
128	78	
129	77	
130	77	
131	76	35.7
132	76	
133	75	
134	75	
135	74	
136	74	35.7
137	74	
138	77	
139	77	
140	77	
141	76	35.7
142	77	
143	77	
144	80	
145	80	
146	82	33.3
147	81	
148	82	
149	85	
150	86	
151	86	34
152	85	
153	85	
154	85	
155	85	
156	84	34
157	85	
158	85	
159	85	
160	85	
161	83	34
162	83	
163	84	
164	83	
165	82	
166	89	35.2
167	90	
168	91	
169	90	
170	96	
171	96	32.7
172	96	
173	95	
174	95	
175	95	
176	96	37.7
177	97	
178	97	
179	96	
180	98	
181	102	34
182	102	
183	100	
184	99	
185	99	
186	97	29.6
187	90	
188	92	
189	92	
190	92	
191	93	28.1
192	93	
193	95	
194	95	
195	97	
196	99	16.9
197	95	
198	95	
199	95	
200	94	
201	94	27.36
202	95	
203	96	
204	94	
205	97	
206	96	27.36
207	100	
