x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	11	
5	13	
6	13	
7	17	
8	30	
9	33	
10	35	
11	36	
12	36	
13	38	
14	38	
15	38	
16	39	
17	40	
18	41	
19	41	
20	41	
21	53	
22	53	
23	63	
24	67	
25	83	
26	83	
27	84	
28	91	
29	91	
30	91	
31	91	
32	91	
33	95	
34	97	
35	102	
36	103	
37	104	
38	111	
39	112	
40	114	
41	119	
42	121	
43	128	
44	132	
45	135	
46	142	
47	142	
48	145	
49	146	
50	150	
51	150	
52	151	
53	153	
54	155	
55	163	
56	165	
57	177	
58	177	
59	183	
60	183	
61	183	
62	187	
63	187	
64	195	
65	197	
66	201	
67	205	
68	216	
69	220	
70	222	
71	241	20.7
72	241	
73	244	
74	246	
75	248	
76	251	18.2
77	254	
78	259	
79	261	
80	279	
81	283	21.3
82	281	
83	282	
84	288	
85	290	
86	293	15.2
87	295	
88	294	
89	291	
90	293	
91	298	22.11
92	300	
93	308	
94	309	
95	308	
96	312	22.11
97	310	
98	310	
99	318	
100	318	
101	318	19.31
102	316	
103	318	
104	314	
105	314	
106	312	19.31
107	310	
108	316	
109	321	
110	321	
111	323	15.71
112	325	
113	325	
114	328	
115	327	
116	334	29.31
117	339	
118	337	
119	343	
120	337	
121	338	29.31
122	344	
123	342	
124	342	
125	339	
126	340	29.31
127	344	
128	347	
129	350	
130	353	
131	350	29.31
132	355	
133	348	
134	280	
135	282	
136	279	36.91
137	279	
138	356	
139	365	
140	371	
141	393	39.31
142	393	
143	392	
144	391	
145	395	
146	393	44.91
147	391	
148	391	
149	392	
150	392	
151	388	41.07
152	386	
153	387	
154	388	
155	391	
156	388	42.57
157	388	
158	382	
159	388	
160	400	
161	395	41.07
162	395	
163	395	
164	398	
165	410	
166	409	41.07
167	406	
168	406	
169	403	
170	403	
171	410	35.3
172	411	
173	416	
174	420	
175	422	
176	422	39.3
177	426	
178	430	
179	433	
180	434	
181	447	39.3
182	448	
183	449	
184	444	
185	443	
186	444	23.7
187	438	
188	437	
189	441	
190	437	
191	446	38.5
192	458	
193	453	
194	455	
195	457	
196	456	35.4
197	451	
198	451	
199	455	
200	458	
201	461	36.9
202	459	
203	458	
204	464	
205	465	
