x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	12	
5	16	
6	18	
7	36	
8	61	
9	88	
10	91	
11	92	
12	94	
13	103	
14	106	
15	108	
16	109	
17	109	
18	110	
19	110	
20	112	
21	124	
22	127	
23	153	
24	166	
25	208	
26	212	
27	213	
28	228	
29	228	
30	238	
31	238	
32	239	
33	250	
34	251	
35	258	
36	258	
37	259	
38	267	
39	268	
40	271	
41	274	
42	274	
43	283	
44	286	
45	287	
46	296	
47	297	
48	300	
49	302	
50	310	
51	349	
52	361	
53	383	
54	384	
55	395	
56	398	
57	415	
58	417	
59	425	
60	436	
61	438	
62	450	
63	453	
64	453	
65	453	
66	456	
67	471	
68	476	
69	481	
70	484	
71	488	23.5
72	493	
73	499	
74	510	
75	518	
76	524	18.2
77	548	
78	546	
79	551	
80	566	
81	571	18.3
82	563	
83	567	
84	572	
85	582	
86	592	18.3
87	591	
88	582	
89	597	
90	599	
91	606	22.95
92	613	
93	611	
94	610	
95	614	
96	617	22.95
97	623	
98	623	
99	629	
100	633	
101	634	22.95
102	634	
103	639	
104	635	
105	639	
106	636	22.95
107	674	
108	679	
109	688	
110	693	
111	697	22.7
112	705	
113	699	
114	706	
115	700	
116	706	24.5
117	705	
118	707	
119	723	
120	726	
121	732	12.9
122	739	
123	739	
124	738	
125	738	
126	734	26.5
127	744	
128	747	
129	752	
130	753	
131	760	17.3
132	764	
133	744	
134	751	
135	759	
136	759	27.1
137	781	
138	759	
139	782	
140	804	
141	817	22.77
142	819	
143	813	
144	810	
145	830	
146	830	36.9
147	845	
148	865	
149	866	
150	877	
151	864	43.7
152	867	
153	856	
154	863	
155	869	
156	876	43.7
157	886	
158	881	
159	883	
160	898	
161	907	43.7
162	898	
163	897	
164	900	
165	907	
166	903	43.7
167	912	
168	910	
169	922	
170	935	
171	934	48.4
172	939	
173	933	
174	937	
175	932	
176	929	52.7
177	936	
178	929	
179	935	
180	928	
181	925	48.8
182	931	
183	924	
184	930	
185	934	
186	936	39.4
187	938	
188	941	
189	948	
190	945	
191	971	41.9
192	984	
193	988	
194	990	
195	986	
196	982	40.2
197	1004	
198	1006	
199	1003	
200	973	
201	974	46.7
202	979	
203	982	
204	986	
205	991	
