x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	10	
5	10	
6	11	
7	14	
8	14	
9	14	
10	14	
11	14	
12	14	
13	14	
14	14	
15	14	
16	14	
17	14	
18	14	
19	14	
20	14	
21	17	
22	17	
23	20	
24	20	
25	20	
26	20	
27	20	
28	22	
29	22	
30	22	
31	23	
32	23	
33	23	
34	23	
35	23	
36	24	
37	24	
38	25	
39	25	
40	25	
41	25	
42	25	
43	26	
44	26	
45	26	
46	26	
47	26	
48	26	
49	26	
50	27	
51	27	
52	27	
53	27	
54	27	
55	31	
56	31	
57	31	
58	31	
59	32	
60	32	
61	34	
62	37	
63	37	
64	37	
65	37	
66	37	
67	38	
68	44	
69	45	
70	46	
71	50	15.6
72	50	
73	50	
74	50	
75	50	
76	49	6.9
77	49	
78	51	
79	51	
80	51	
81	53	11.5
82	54	
83	54	
84	55	
85	57	
86	55	6.1
87	54	
88	52	
89	53	
90	53	
91	55	17.57
92	55	
93	54	
94	54	
95	58	
96	58	17.57
97	58	
98	58	
99	61	
100	61	
101	61	17.57
102	59	
103	60	
104	60	
105	63	
106	63	17.57
107	63	
108	63	
109	64	
110	67	
111	66	17.27
112	68	
113	68	
114	72	
115	72	
116	72	20.6
117	74	
118	75	
119	75	
120	75	
121	75	18.2
122	78	
123	79	
124	79	
125	80	
126	80	17.81
127	81	
128	81	
129	82	
130	82	
131	82	17.57
132	85	
133	86	
134	88	
135	88	
136	88	16.77
137	88	
138	87	
139	91	
140	95	
141	95	19.67
142	95	
143	95	
144	101	
145	106	
146	103	32.97
147	103	
148	103	
149	103	
150	105	
151	104	29.07
152	105	
153	105	
154	106	
155	107	
156	106	29.17
157	105	
158	105	
159	106	
160	108	
161	109	33.7
162	109	
163	114	
164	117	
165	118	
166	117	33.7
167	116	
168	118	
169	118	
170	116	
171	119	33.7
172	120	
173	123	
174	121	
175	121	
176	122	42
177	126	
178	125	
179	125	
180	126	
181	127	41.8
182	130	
183	130	
184	128	
185	127	
186	127	26.1
187	128	
188	127	
189	126	
190	123	
191	125	27.8
192	125	
193	127	
194	121	
195	123	
196	128	27.1
197	128	
198	128	
199	128	
200	128	
201	133	38.5
202	134	
203	131	
204	131	
205	129	
206	131	31.3
