x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	71	
5	89	
6	114	
7	158	
8	259	
9	436	
10	473	
11	481	
12	483	
13	495	
14	505	
15	520	
16	525	
17	530	
18	538	
19	574	
20	597	
21	720	
22	746	
23	814	
24	858	
25	881	
26	889	
27	919	
28	921	
29	935	
30	952	
31	957	
32	1025	
33	1033	
34	1044	
35	1059	
36	1090	
37	1110	
38	1162	
39	1181	
40	1193	
41	1201	
42	1210	
43	1237	
44	1281	
45	1285	
46	1350	
47	1431	
48	1464	
49	1480	
50	1569	
51	1701	
52	1712	
53	1745	
54	1771	
55	1856	
56	1886	
57	1892	
58	1931	
59	1939	
60	1972	
61	1997	
62	2057	
63	2106	
64	2133	
65	2145	
66	2155	
67	2169	
68	2236	
69	2269	
70	2308	
71	2323	27.8
72	2339	
73	2436	
74	2451	
75	2510	
76	2512	23.1
77	2525	
78	2542	
79	2547	
80	2618	
81	2694	29.6
82	2713	
83	2732	
84	2749	
85	2770	
86	2858	22.6
87	2911	
88	2968	
89	2991	
90	3001	
91	3058	29.1
92	3090	
93	3085	
94	3086	
95	3123	
96	3137	31.12
97	3186	
98	3205	
99	3213	
100	3224	
101	3262	35.1
102	3230	
103	3347	
104	3351	
105	3339	
106	3350	32.2
107	3363	
108	3400	
109	3483	
110	3491	
111	3531	34.7
112	3518	
113	3540	
114	3581	
115	3577	
116	3596	35
117	3591	
118	3579	
119	3625	
120	3604	
121	3592	36.4
122	3535	
123	3545	
124	3588	
125	3595	
126	3585	43.1
127	3542	
128	3551	
129	3644	
130	3648	
131	3638	41.4
132	3641	
133	3625	
134	3662	
135	3801	
136	3788	46.4
137	3744	
138	3716	
139	3757	
140	3777	
141	3780	46.4
142	3751	
143	3746	
144	3765	
145	3813	
146	3809	42.9
147	3793	
148	3784	
149	3830	
150	3810	
151	3831	39.43
152	3786	
153	3779	
154	3805	
155	3814	
156	3819	33.83
157	3791	
158	3792	
159	3798	
160	3919	
161	3957	7.16
162	3907	
163	3945	
164	3950	
165	4004	
166	3989	12.4
167	3981	
168	3988	
169	3992	
170	3964	
171	4026	16.6
172	4020	
173	4030	
174	4024	
175	4010	
176	3958	18.01
177	3987	
178	3945	
179	3952	
180	3930	
