x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	2	
5	2	
6	2	
7	2	
8	2	
9	2	
10	2	
11	2	
12	2	
13	2	
14	2	
15	2	
16	2	
17	2	
18	2	
19	2	
20	2	
21	2	
22	2	
23	5	
24	5	
25	6	
26	6	
27	6	
28	6	
29	6	
30	6	
31	6	
32	6	
33	6	
34	6	
35	9	
36	9	
37	9	
38	9	
39	9	
40	9	
41	9	
42	9	
43	9	
44	9	
45	9	
46	9	
47	9	
48	9	
49	9	
50	9	
51	9	
52	9	
53	9	
54	9	
55	9	
56	9	
57	9	
58	9	
59	9	
60	9	
61	9	
62	9	
63	9	
64	9	
65	9	
66	9	
67	9	
68	9	
69	9	
70	11	
71	11	13.89
72	11	
73	11	
74	11	
75	11	
76	11	14.66
77	11	
78	11	
79	11	
80	11	
81	11	11.43
82	9	
83	9	
84	9	
85	9	
86	9	14.83
87	9	
88	9	
89	9	
90	9	
91	9	14.03
92	9	
93	9	
94	9	
95	9	
96	9	19.4
97	9	
98	9	
99	9	
100	9	
101	9	19.62
102	10	
103	10	
104	10	
105	10	
106	10	19.62
107	10	
108	10	
109	10	
110	10	
111	10	19.62
112	7	
113	7	
114	6	
115	6	
116	6	14.72
117	6	
118	6	
119	6	
120	6	
121	6	20.52
122	6	
123	6	
124	5	
125	5	
126	5	18.92
127	5	
128	5	
129	5	
130	5	
131	5	26.73
132	5	
133	5	
134	5	
135	5	
136	5	33.09
137	5	
138	5	
139	9	
140	9	
141	9	36.19
142	9	
143	9	
144	9	
145	9	
146	9	38.59
147	9	
148	9	
149	9	
150	9	
151	10	36.69
152	10	
153	10	
154	10	
155	10	
156	10	33.29
157	10	
158	10	
159	8	
160	8	
161	10	34.79
162	12	
163	12	
164	12	
165	12	
166	15	36.79
167	15	
168	15	
169	15	
170	15	
171	15	24.89
172	15	
173	15	
174	15	
175	15	
176	15	38.2
177	15	
178	15	
179	16	
180	16	
181	16	35.8
182	16	
183	18	
184	18	
185	18	
186	18	35.8
187	18	
188	18	
189	18	
190	18	
191	18	39.3
192	18	
193	18	
194	18	
195	18	
196	18	27.9
197	18	
198	18	
199	18	
200	18	
201	18	20.82
202	21	
203	21	
204	21	
205	21	
