x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	4	
5	4	
6	4	
7	4	
8	4	
9	5	
10	5	
11	5	
12	5	
13	5	
14	5	
15	5	
16	5	
17	5	
18	7	
19	7	
20	7	
21	7	
22	7	
23	9	
24	9	
25	9	
26	9	
27	9	
28	10	
29	10	
30	10	
31	10	
32	10	
33	10	
34	10	
35	10	
36	10	
37	10	
38	10	
39	10	
40	10	
41	10	
42	10	
43	10	
44	10	
45	10	
46	13	
47	13	
48	13	
49	13	
50	13	
51	13	
52	13	
53	13	
54	14	
55	14	
56	14	
57	14	
58	14	
59	15	
60	15	
61	16	
62	16	
63	16	
64	17	
65	18	
66	18	
67	18	
68	19	
69	19	
70	19	
71	20	36.95
72	20	
73	21	
74	21	
75	22	
76	22	10.6
77	24	
78	24	
79	24	
80	24	
81	24	8.6
82	25	
83	25	
84	25	
85	25	
86	25	10.47
87	24	
88	24	
89	23	
90	25	
91	26	10.6
92	26	
93	27	
94	27	
95	29	
96	29	10.9
97	38	
98	38	
99	44	
100	44	
101	45	12.5
102	45	
103	45	
104	45	
105	46	
106	47	10.6
107	45	
108	45	
109	44	
110	45	
111	45	12.6
112	45	
113	45	
114	45	
115	47	
116	48	13.1
117	48	
118	48	
119	48	
120	48	
121	49	6.16
122	50	
123	50	
124	48	
125	48	
126	48	25.53
127	53	
128	53	
129	53	
130	55	
131	56	27.23
132	57	
133	57	
134	58	
135	58	
136	58	31.4
137	60	
138	63	
139	62	
140	63	
141	62	37.23
142	64	
143	64	
144	64	
145	67	
146	67	37.23
147	67	
148	75	
149	75	
150	74	
151	75	37.23
152	75	
153	78	
154	78	
155	77	
156	77	35.93
157	77	
158	81	
159	81	
160	85	
161	84	34.13
162	84	
163	86	
164	86	
165	88	
166	88	35.93
167	91	
168	91	
169	90	
170	91	
171	91	19.88
172	95	
173	102	
174	103	
175	108	
176	108	8.98
177	111	
178	110	
179	110	
180	112	
181	113	9.26
182	114	
183	116	
184	117	
185	118	
186	118	21.03
187	120	
188	120	
189	123	
190	124	
191	123	16.6
192	123	
193	122	
194	125	
195	124	
196	124	21.73
197	124	
198	124	
199	124	
200	122	
201	124	22.13
202	125	
203	126	
204	127	
205	125	
