x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	10	
5	11	
6	11	
7	14	
8	17	
9	23	
10	25	
11	25	
12	26	
13	28	
14	29	
15	29	
16	29	
17	29	
18	31	
19	31	
20	32	
21	38	
22	38	
23	53	
24	69	
25	94	
26	96	
27	96	
28	102	
29	102	
30	103	
31	104	
32	104	
33	108	
34	108	
35	111	
36	111	
37	111	
38	117	
39	119	
40	119	
41	120	
42	123	
43	134	
44	135	
45	135	
46	143	
47	144	
48	144	
49	145	
50	152	
51	168	
52	181	
53	183	
54	184	
55	197	
56	199	
57	233	
58	233	
59	235	
60	237	
61	240	
62	245	
63	247	
64	247	
65	248	
66	259	
67	261	
68	268	
69	270	
70	273	
71	284	18.9
72	286	
73	288	
74	289	
75	309	
76	311	14.6
77	310	
78	313	
79	316	
80	330	
81	330	11
82	335	
83	340	
84	341	
85	350	
86	351	24.27
87	353	
88	358	
89	367	
90	371	
91	376	25.27
92	379	
93	379	
94	391	
95	398	
96	403	25.27
97	404	
98	408	
99	417	
100	418	
101	421	23.07
102	406	
103	413	
104	418	
105	419	
106	427	25.27
107	430	
108	434	
109	464	
110	474	
111	479	22.47
112	494	
113	496	
114	514	
115	514	
116	513	32.77
117	538	
118	537	
119	537	
120	537	
121	540	32.77
122	566	
123	566	
124	569	
125	575	
126	579	30.67
127	583	
128	587	
129	590	
130	588	
131	586	36.47
132	585	
133	578	
134	587	
135	587	
136	585	29.97
137	587	
138	582	
139	589	
140	603	
141	607	37.27
142	617	
143	622	
144	619	
145	635	
146	639	37.17
147	641	
148	654	
149	651	
150	658	
151	655	46.8
152	657	
153	681	
154	686	
155	686	
156	685	48.4
157	682	
158	687	
159	699	
160	705	
161	717	52.91
162	717	
163	725	
164	730	
165	737	
166	737	47.4
167	737	
168	750	
169	740	
170	742	
171	744	27.99
172	756	
173	766	
174	764	
175	757	
176	759	29.5
177	761	
178	757	
179	759	
180	751	
181	754	32.1
182	772	
183	764	
184	762	
185	757	
186	758	29.9
187	770	
188	768	
189	762	
190	767	
191	776	29.5
192	779	
193	775	
194	765	
195	773	
196	780	32.7
197	783	
198	782	
199	778	
200	783	
201	809	43.1
202	802	
203	792	
204	788	
205	797	
206	799	36.5
