x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	18	
5	21	
6	26	
7	27	
8	28	
9	31	
10	31	
11	31	
12	31	
13	31	
14	31	
15	35	
16	35	
17	35	
18	35	
19	37	
20	37	
21	41	
22	49	
23	51	
24	56	
25	57	
26	57	
27	58	
28	58	
29	58	
30	61	
31	69	
32	71	
33	71	
34	79	
35	82	
36	86	
37	89	
38	89	
39	92	
40	92	
41	96	
42	96	
43	96	
44	99	
45	99	
46	107	
47	107	
48	108	
49	123	
50	123	
51	131	
52	131	
53	133	
54	138	
55	140	
56	140	
57	140	
58	146	
59	147	
60	152	
61	159	
62	159	
63	179	
64	185	
65	189	
66	193	
67	194	
68	216	
69	216	
70	219	
71	220	37.31
72	221	
73	223	
74	223	
75	225	
76	226	21.21
77	229	
78	240	
79	244	
80	242	
81	252	21.11
82	255	
83	261	
84	262	
85	262	
86	261	24.21
87	266	
88	265	
89	269	
90	271	
91	270	28.21
92	260	
93	275	
94	274	
95	279	
96	287	29.61
97	289	
98	289	
99	302	
100	304	
101	305	32.11
102	305	
103	313	
104	311	
105	322	
106	325	32.11
107	326	
108	329	
109	337	
110	342	
111	347	37.61
112	346	
113	361	
114	363	
115	373	
116	374	40.7
117	375	
118	377	
119	381	
120	375	
121	373	32.81
122	373	
123	379	
124	380	
125	378	
126	378	24.21
127	378	
128	388	
129	388	
130	404	
131	411	23.01
132	409	
133	408	
134	413	
135	419	
136	420	23.32
137	420	
138	424	
139	426	
140	421	
141	428	30.16
142	423	
143	420	
144	419	
145	422	
146	424	25.36
147	423	
148	423	
149	424	
150	432	
151	435	18.86
152	428	
153	427	
154	425	
155	426	
156	429	18.26
157	411	
158	412	
159	415	
160	415	
161	417	18.86
162	418	
163	423	
164	444	
165	446	
166	452	18.17
167	448	
168	448	
169	457	
170	451	
171	456	18.17
172	450	
173	455	
174	468	
175	468	
176	466	11.77
177	469	
178	466	
179	469	
180	470	
181	470	18.17
182	468	
183	467	
184	465	
185	465	
186	465	14.27
187	477	
188	466	
189	466	
190	487	
191	488	14.27
192	478	
193	477	
194	473	
195	482	
196	477	10.89
197	480	
198	474	
199	478	
200	487	
201	486	16.4
202	468	
203	468	
204	461	
205	463	
