x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	3	
5	3	
6	3	
7	3	
8	3	
9	4	
10	5	
11	5	
12	5	
13	5	
14	5	
15	6	
16	8	
17	8	
18	8	
19	8	
20	8	
21	9	
22	9	
23	9	
24	9	
25	11	
26	11	
27	11	
28	12	
29	12	
30	13	
31	13	
32	13	
33	13	
34	13	
35	13	
36	13	
37	13	
38	14	
39	14	
40	14	
41	15	
42	15	
43	19	
44	19	
45	19	
46	21	
47	21	
48	22	
49	22	
50	22	
51	22	
52	22	
53	22	
54	23	
55	23	
56	23	
57	23	
58	23	
59	23	
60	24	
61	26	
62	26	
63	26	
64	26	
65	26	
66	26	
67	27	
68	29	
69	30	
70	30	
71	31	23.5
72	31	
73	31	
74	31	
75	31	
76	32	17.72
77	34	
78	34	
79	35	
80	36	
81	36	18.3
82	36	
83	37	
84	37	
85	39	
86	39	14.7
87	39	
88	40	
89	43	
90	43	
91	44	19.67
92	44	
93	44	
94	45	
95	45	
96	45	21
97	46	
98	46	
99	50	
100	50	
101	50	21
102	50	
103	50	
104	51	
105	49	
106	49	22.97
107	50	
108	50	
109	54	
110	54	
111	53	22.7
112	53	
113	53	
114	54	
115	54	
116	54	19.91
117	54	
118	54	
119	54	
120	55	
121	58	13.9
122	59	
123	58	
124	58	
125	58	
126	62	14.97
127	65	
128	65	
129	65	
130	65	
131	66	18.3
132	64	
133	62	
134	69	
135	69	
136	68	43.15
137	69	
138	63	
139	62	
140	65	
141	65	33.21
142	65	
143	65	
144	64	
145	73	
146	73	40.31
147	73	
148	74	
149	75	
150	77	
151	76	40.71
152	76	
153	75	
154	75	
155	76	
156	76	40.71
157	76	
158	76	
159	76	
160	79	
161	79	40.71
162	79	
163	79	
164	79	
165	81	
166	81	40.71
167	81	
168	81	
169	80	
170	89	
171	89	30.71
172	89	
173	90	
174	90	
175	90	
176	90	35.01
177	87	
178	87	
179	88	
180	88	
181	90	37.51
182	89	
183	89	
184	90	
185	90	
186	90	32.12
187	90	
188	88	
189	88	
190	89	
191	89	39.52
192	89	
193	89	
194	88	
195	85	
196	85	40.62
197	89	
198	88	
199	87	
200	86	
201	86	31.02
202	85	
203	84	
204	84	
205	85	
206	84	32.81
