x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	4	
5	4	
6	5	
7	8	
8	9	
9	9	
10	9	
11	9	
12	9	
13	9	
14	18	
15	18	
16	18	
17	18	
18	18	
19	18	
20	18	
21	18	
22	18	
23	21	
24	21	
25	21	
26	26	
27	26	
28	26	
29	26	
30	26	
31	27	
32	27	
33	29	
34	34	
35	34	
36	34	
37	34	
38	34	
39	34	
40	36	
41	37	
42	38	
43	39	
44	40	
45	41	
46	41	
47	41	
48	50	
49	50	
50	54	
51	54	
52	56	
53	57	
54	57	
55	57	
56	58	
57	58	
58	62	
59	62	
60	62	
61	63	
62	63	
63	64	
64	64	
65	68	
66	97	
67	99	
68	100	
69	100	
70	100	
71	100	22.34
72	101	
73	101	
74	101	
75	101	
76	104	28
77	104	
78	108	
79	118	
80	118	
81	118	28
82	118	
83	118	
84	118	
85	121	
86	122	32.2
87	122	
88	123	
89	121	
90	131	
91	131	30.4
92	132	
93	128	
94	127	
95	127	
96	136	30.4
97	136	
98	135	
99	134	
100	136	
101	144	33.2
102	146	
103	146	
104	146	
105	146	
106	148	35.4
107	148	
108	148	
109	154	
110	154	
111	164	28.1
112	166	
113	166	
114	166	
115	165	
116	166	31.8
117	167	
118	176	
119	175	
120	180	
121	180	34.1
122	179	
123	180	
124	180	
125	180	
126	181	34.1
127	181	
128	182	
129	181	
130	188	
131	187	41.7
132	190	
133	189	
134	188	
135	190	
136	190	44.2
137	184	
138	188	
139	186	
140	194	
141	195	38.4
142	197	
143	197	
144	197	
145	200	
146	203	37
147	204	
148	205	
149	205	
150	205	
151	208	36.1
152	208	
153	209	
154	207	
155	186	
156	186	36.7
157	187	
158	186	
159	190	
160	192	
161	193	36.7
162	193	
163	194	
164	197	
165	204	
166	202	43
167	202	
168	204	
169	205	
170	207	
171	203	35.5
172	207	
173	212	
174	211	
175	206	
176	205	38.1
177	204	
178	204	
179	200	
180	198	
181	197	41.9
182	201	
183	200	
184	200	
185	194	
186	193	36.9
187	200	
188	198	
189	189	
190	191	
191	192	35.4
192	193	
193	197	
194	198	
195	204	
196	206	31.86
197	209	
198	209	
199	207	
200	204	
201	194	33.96
202	200	
203	201	
204	204	
205	204	
206	215	33.96
207	221	
