x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	6	
5	8	
6	8	
7	16	
8	19	
9	21	
10	21	
11	22	
12	22	
13	23	
14	23	
15	26	
16	26	
17	29	
18	31	
19	31	
20	32	
21	32	
22	32	
23	38	
24	48	
25	55	
26	55	
27	55	
28	58	
29	58	
30	58	
31	58	
32	58	
33	59	
34	59	
35	62	
36	62	
37	62	
38	66	
39	67	
40	67	
41	67	
42	68	
43	68	
44	71	
45	72	
46	74	
47	74	
48	74	
49	75	
50	75	
51	77	
52	88	
53	89	
54	93	
55	94	
56	98	
57	103	
58	103	
59	104	
60	104	
61	108	
62	109	
63	111	
64	111	
65	115	
66	117	
67	118	
68	124	
69	124	
70	127	
71	127	19.1
72	129	
73	130	
74	130	
75	131	
76	133	4.82
77	140	
78	142	
79	142	
80	142	
81	145	9.6
82	163	
83	171	
84	175	
85	180	
86	180	6.6
87	181	
88	180	
89	185	
90	183	
91	184	17.2
92	187	
93	188	
94	189	
95	190	
96	190	18.5
97	194	
98	199	
99	206	
100	206	
101	206	10.2
102	206	
103	208	
104	209	
105	210	
106	208	16.2
107	209	
108	211	
109	210	
110	209	
111	211	15.5
112	215	
113	213	
114	214	
115	214	
116	216	15.5
117	216	
118	210	
119	209	
120	211	
121	212	15.5
122	212	
123	209	
124	211	
125	216	
126	213	15.5
127	216	
128	216	
129	216	
130	217	
131	218	17.8
132	214	
133	216	
134	223	
135	224	
136	224	17.3
137	224	
138	223	
139	232	
140	232	
141	231	15.5
142	232	
143	232	
144	237	
145	241	
146	238	13.1
147	237	
148	234	
149	232	
150	228	
151	227	21.6
152	227	
153	228	
154	231	
155	230	
156	232	22.4
157	232	
158	234	
159	244	
160	247	
161	251	20.1
162	250	
163	251	
164	251	
165	253	
166	254	20.1
167	254	
168	257	
169	255	
170	257	
171	258	20.8
172	259	
173	259	
174	260	
175	258	
176	261	16.7
177	260	
178	262	
179	258	
180	261	
181	267	24.1
182	264	
183	265	
184	259	
185	260	
186	269	29.9
187	268	
188	268	
189	266	
190	267	
191	264	27.2
192	265	
193	269	
194	272	
195	273	
196	272	24.4
197	271	
198	279	
199	282	
200	285	
201	284	25.2
202	285	
203	285	
204	276	
205	271	
