x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	7	
5	7	
6	9	
7	20	
8	24	
9	38	
10	39	
11	39	
12	40	
13	40	
14	40	
15	41	
16	42	
17	44	
18	46	
19	48	
20	50	
21	58	
22	74	
23	76	
24	79	
25	96	
26	96	
27	115	
28	117	
29	118	
30	124	
31	126	
32	152	
33	155	
34	158	
35	160	
36	184	
37	192	
38	195	
39	204	
40	206	
41	209	
42	214	
43	216	
44	211	
45	211	
46	213	
47	215	
48	219	
49	219	
50	220	
51	222	
52	223	
53	225	
54	227	
55	228	
56	237	
57	237	
58	239	
59	246	
60	247	
61	251	
62	254	
63	258	
64	266	
65	271	
66	275	
67	276	
68	278	
69	279	
70	281	
71	298	28.05
72	298	
73	301	
74	301	
75	305	
76	306	28.05
77	306	
78	311	
79	313	
80	318	
81	319	32.73
82	321	
83	334	
84	335	
85	338	
86	342	33.53
87	342	
88	349	
89	349	
90	360	
91	356	30.63
92	357	
93	352	
94	355	
95	355	
96	358	38
97	358	
98	366	
99	374	
100	383	
101	386	44.3
102	387	
103	391	
104	416	
105	417	
106	416	47
107	416	
108	418	
109	420	
110	420	
111	427	47
112	424	
113	421	
114	427	
115	434	
116	443	47
117	443	
118	426	
119	426	
120	410	
121	412	47
122	417	
123	416	
124	417	
125	419	
126	423	46.2
127	430	
128	428	
129	431	
130	432	
131	430	40
132	429	
133	429	
134	428	
135	429	
136	430	40
137	434	
138	430	
139	429	
140	432	
141	425	40
142	451	
143	443	
144	440	
145	442	
146	446	35.72
147	448	
148	455	
149	455	
150	449	
151	453	37.6
152	460	
153	464	
154	465	
155	453	
156	466	24.12
157	467	
158	479	
159	482	
160	512	
161	538	23.2
162	533	
163	538	
164	538	
165	542	
166	543	31.19
167	548	
168	547	
169	541	
170	556	
171	554	27.69
172	555	
173	554	
174	552	
175	552	
176	565	27.69
177	579	
178	582	
179	567	
180	571	
181	578	27.89
182	584	
183	584	
184	571	
185	576	
186	593	22.71
187	593	
188	592	
189	584	
190	581	
191	591	24.99
192	590	
193	589	
194	592	
195	603	
196	608	26.39
197	616	
198	615	
199	614	
200	625	
201	621	22.31
202	621	
203	631	
204	627	
205	630	
206	625	22.31
207	623	
208	631	
209	634	
