x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	9	
5	9	
6	9	
7	14	
8	15	
9	23	
10	24	
11	24	
12	24	
13	25	
14	25	
15	25	
16	25	
17	25	
18	25	
19	25	
20	26	
21	28	
22	29	
23	40	
24	41	
25	66	
26	66	
27	66	
28	70	
29	71	
30	73	
31	73	
32	73	
33	76	
34	76	
35	76	
36	79	
37	80	
38	83	
39	84	
40	85	
41	88	
42	88	
43	91	
44	91	
45	91	
46	94	
47	94	
48	95	
49	97	
50	98	
51	102	
52	112	
53	119	
54	119	
55	123	
56	124	
57	129	
58	129	
59	129	
60	138	
61	140	
62	144	
63	145	
64	146	
65	148	
66	152	
67	156	
68	162	
69	163	
70	166	
71	168	23.4
72	170	
73	172	
74	173	
75	177	
76	179	16.4
77	179	
78	182	
79	183	
80	188	
81	190	17.4
82	190	
83	191	
84	193	
85	194	
86	197	19.8
87	195	
88	195	
89	198	
90	199	
91	202	28.03
92	201	
93	201	
94	203	
95	202	
96	203	28.03
97	203	
98	202	
99	204	
100	206	
101	204	36.73
102	203	
103	204	
104	206	
105	203	
106	209	36.73
107	208	
108	209	
109	217	
110	228	
111	228	26.03
112	228	
113	226	
114	226	
115	229	
116	228	20.41
117	230	
118	228	
119	228	
120	228	
121	238	20.41
122	233	
123	234	
124	233	
125	236	
126	236	29.86
127	248	
128	246	
129	247	
130	247	
131	247	18.6
132	249	
133	245	
134	256	
135	259	
136	256	23.9
137	258	
138	254	
139	261	
140	268	
141	268	27.93
142	272	
143	273	
144	276	
145	277	
146	278	36.5
147	277	
148	278	
149	278	
150	282	
151	281	34.7
152	281	
153	284	
154	288	
155	291	
156	290	34.7
157	292	
158	295	
159	300	
160	306	
161	307	44.83
162	308	
163	313	
164	315	
165	316	
166	316	28.72
167	315	
168	322	
169	319	
170	324	
171	325	43.79
172	329	
173	336	
174	334	
175	334	
176	334	47.79
177	336	
178	339	
179	339	
180	338	
181	339	47.55
182	344	
183	341	
184	338	
185	339	
186	342	43.25
187	346	
188	343	
189	339	
190	333	
191	338	45.95
192	339	
193	340	
194	335	
195	337	
196	339	35.26
197	342	
198	342	
199	339	
200	342	
201	348	31.85
202	347	
203	345	
204	342	
205	340	
