x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	1	
7	2	
8	2	
9	2	
10	4	
11	4	
12	4	
13	4	
14	4	
15	4	
16	4	
17	4	
18	4	
19	10	
20	15	
21	15	
22	16	
23	16	
24	16	
25	17	
26	17	
27	17	
28	18	
29	19	
30	21	
31	21	
32	21	
33	21	
34	21	
35	25	
36	26	
37	28	
38	28	
39	29	
40	29	
41	29	
42	29	
43	30	
44	36	
45	36	
46	37	
47	37	
48	38	
49	38	
50	38	
51	38	
52	39	
53	42	
54	43	
55	43	
56	44	
57	45	
58	49	
59	49	
60	49	
61	49	
62	49	
63	49	
64	50	
65	51	
66	54	
67	54	
68	54	
69	54	
70	55	
71	55	22.7
72	55	
73	55	
74	55	
75	56	
76	56	16.1
77	61	
78	61	
79	61	
80	62	
81	63	16.4
82	63	
83	64	
84	65	
85	65	
86	67	13.4
87	68	
88	69	
89	69	
90	69	
91	71	17.6
92	70	
93	71	
94	71	
95	72	
96	74	13
97	74	
98	74	
99	74	
100	75	
101	76	16.4
102	77	
103	78	
104	78	
105	78	
106	83	16.1
107	83	
108	85	
109	86	
110	88	
111	83	16.1
112	83	
113	80	
114	80	
115	83	
116	84	19.46
117	84	
118	84	
119	85	
120	92	
121	98	27.3
122	105	
123	109	
124	109	
125	112	
126	112	27
127	112	
128	112	
129	114	
130	114	
131	115	27.5
132	116	
133	114	
134	114	
135	118	
136	119	26.05
137	121	
138	122	
139	124	
140	129	
141	129	29.49
142	130	
143	128	
144	128	
145	127	
146	126	35.39
147	126	
148	126	
149	127	
150	126	
151	126	31.79
152	134	
153	134	
154	134	
155	136	
156	136	31.79
157	138	
158	140	
159	142	
160	143	
161	143	30.07
162	143	
163	143	
164	143	
165	144	
166	143	28.87
167	152	
168	151	
169	149	
170	151	
171	155	28.85
172	158	
173	157	
174	156	
175	155	
176	157	36.2
177	157	
178	157	
179	157	
180	159	
181	162	29.6
182	164	
183	164	
184	164	
185	164	
186	164	29.6
187	159	
188	157	
189	156	
190	156	
191	162	29.6
192	162	
193	161	
194	162	
195	162	
196	162	29.6
197	166	
198	168	
199	169	
200	170	
201	170	28.5
202	169	
203	172	
204	171	
205	172	
206	173	28.5
