x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	14	
5	14	
6	14	
7	14	
8	14	
9	14	
10	29	
11	30	
12	32	
13	32	
14	32	
15	32	
16	32	
17	34	
18	34	
19	34	
20	34	
21	34	
22	34	
23	34	
24	38	
25	38	
26	39	
27	39	
28	39	
29	39	
30	40	
31	40	
32	40	
33	42	
34	42	
35	43	
36	43	
37	43	
38	46	
39	46	
40	46	
41	46	
42	46	
43	46	
44	47	
45	47	
46	48	
47	49	
48	49	
49	49	
50	49	
51	55	
52	55	
53	55	
54	56	
55	56	
56	57	
57	57	
58	58	
59	60	
60	63	
61	66	
62	66	
63	68	
64	70	
65	71	
66	75	
67	75	
68	75	
69	76	
70	76	
71	77	24.38
72	78	
73	78	
74	78	
75	77	
76	81	23.84
77	80	
78	80	
79	84	
80	85	
81	86	21.44
82	86	
83	96	
84	98	
85	99	
86	99	26.04
87	99	
88	99	
89	100	
90	105	
91	106	28.04
92	112	
93	115	
94	116	
95	117	
96	118	31.74
97	119	
98	122	
99	126	
100	126	
101	126	28.64
102	128	
103	128	
104	142	
105	141	
106	143	29.44
107	144	
108	154	
109	158	
110	160	
111	163	29.44
112	163	
113	166	
114	166	
115	171	
116	172	24
117	175	
118	183	
119	185	
120	186	
121	186	21.1
122	190	
123	201	
124	201	
125	199	
126	198	26.5
127	206	
128	213	
129	215	
130	216	
131	215	27.7
132	217	
133	217	
134	227	
135	226	
136	226	13.3
137	231	
138	232	
139	236	
140	236	
141	237	18.4
142	243	
143	244	
144	244	
145	244	
146	255	18.4
147	253	
148	253	
149	255	
150	256	
151	258	20.3
152	259	
153	258	
154	272	
155	273	
156	275	26.1
157	281	
158	280	
159	284	
160	284	
161	285	28.9
162	285	
163	283	
164	283	
165	285	
166	287	29.7
167	286	
168	286	
169	287	
170	285	
171	289	32.5
172	291	
173	293	
174	284	
175	285	
176	288	33.3
177	288	
178	295	
179	292	
180	291	
181	305	33.3
182	300	
183	298	
184	301	
185	302	
186	300	33.3
187	299	
188	296	
189	294	
190	294	
191	294	33.3
192	292	
193	296	
194	299	
195	300	
196	300	33.3
197	300	
198	300	
199	300	
200	302	
201	309	33.3
202	308	
203	319	
204	320	
205	322	
206	302	28.12
