x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	4	
5	4	
6	5	
7	5	
8	5	
9	6	
10	7	
11	7	
12	7	
13	7	
14	7	
15	7	
16	9	
17	11	
18	21	
19	26	
20	26	
21	26	
22	27	
23	28	
24	29	
25	31	
26	31	
27	32	
28	32	
29	35	
30	35	
31	37	
32	41	
33	42	
34	44	
35	45	
36	45	
37	47	
38	47	
39	47	
40	48	
41	50	
42	51	
43	53	
44	54	
45	55	
46	57	
47	60	
48	61	
49	62	
50	62	
51	63	
52	63	
53	63	
54	63	
55	65	
56	66	
57	67	
58	69	
59	72	
60	72	
61	73	
62	73	
63	75	
64	75	
65	75	
66	75	
67	76	
68	77	
69	77	
70	77	
71	77	12.36
72	77	
73	78	
74	81	
75	81	
76	82	13.3
77	84	
78	86	
79	86	
80	86	
81	86	13.3
82	86	
83	86	
84	86	
85	86	
86	88	10.3
87	88	
88	90	
89	90	
90	90	
91	92	21.6
92	94	
93	95	
94	95	
95	93	
96	93	25.1
97	94	
98	95	
99	94	
100	95	
101	94	27
102	95	
103	95	
104	96	
105	96	
106	97	35.2
107	98	
108	96	
109	94	
110	94	
111	95	35.7
112	95	
113	98	
114	100	
115	99	
116	102	34
117	101	
118	100	
119	103	
120	103	
121	110	39.4
122	107	
123	107	
124	104	
125	105	
126	108	39.4
127	106	
128	101	
129	100	
130	99	
131	103	31.44
132	101	
133	99	
134	98	
135	98	
136	100	31.4
137	101	
138	100	
139	100	
140	100	
141	99	33
142	99	
143	103	
144	103	
145	99	
146	99	38.8
147	98	
148	94	
149	96	
150	96	
151	95	38.8
152	94	
153	96	
154	95	
155	95	
156	95	31.3
157	95	
158	94	
159	94	
160	93	
161	93	23.7
162	94	
163	94	
164	94	
165	93	
166	91	15
167	92	
168	94	
169	99	
170	98	
171	96	16.7
172	97	
173	101	
174	101	
175	111	
176	111	12.2
177	114	
178	117	
179	119	
180	120	
181	120	3.7
182	120	
183	121	
184	121	
185	122	
186	123	3.7
187	123	
188	129	
189	130	
190	130	
191	132	0.94
192	132	
193	132	
194	134	
195	135	
196	134	11.9
197	131	
198	131	
199	130	
200	128	
201	127	13
202	128	
203	132	
204	133	
205	135	
206	138	16.2
207	138	
