x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	4	
5	6	
6	7	
7	7	
8	13	
9	14	
10	14	
11	15	
12	15	
13	15	
14	16	
15	16	
16	16	
17	16	
18	17	
19	17	
20	17	
21	19	
22	23	
23	24	
24	24	
25	25	
26	27	
27	27	
28	30	
29	30	
30	31	
31	32	
32	32	
33	34	
34	34	
35	34	
36	34	
37	35	
38	39	
39	39	
40	39	
41	41	
42	42	
43	42	
44	43	
45	44	
46	44	
47	44	
48	44	
49	44	
50	49	
51	51	
52	53	
53	55	
54	56	
55	55	
56	55	
57	56	
58	57	
59	57	
60	57	
61	59	
62	60	
63	60	
64	60	
65	61	
66	62	
67	63	
68	66	
69	68	
70	69	
71	70	31.95
72	70	
73	74	
74	74	
75	76	
76	78	34
77	79	
78	79	
79	80	
80	83	
81	82	27.2
82	83	
83	86	
84	86	
85	90	
86	92	27.2
87	93	
88	91	
89	93	
90	95	
91	96	23.49
92	96	
93	97	
94	97	
95	101	
96	104	25.35
97	107	
98	108	
99	106	
100	107	
101	108	25.35
102	111	
103	114	
104	114	
105	114	
106	114	25.35
107	120	
108	122	
109	123	
110	124	
111	124	25.35
112	134	
113	138	
114	147	
115	148	
116	148	26.65
117	147	
118	150	
119	151	
120	151	
121	150	28.25
122	149	
123	150	
124	152	
125	155	
126	155	27.65
127	159	
128	160	
129	166	
130	166	
131	169	27.65
132	171	
133	173	
134	171	
135	176	
136	176	31.55
137	175	
138	177	
139	177	
140	181	
141	180	23.2
142	181	
143	183	
144	186	
145	187	
146	187	36.5
147	188	
148	188	
149	186	
150	192	
151	198	41.3
152	197	
153	201	
154	198	
155	198	
156	205	34.9
157	204	
158	209	
159	212	
160	210	
161	212	31.2
162	209	
163	213	
164	214	
165	212	
166	213	30.1
167	216	
168	218	
169	222	
170	222	
171	225	29.4
172	225	
173	228	
174	223	
175	223	
176	223	27.35
177	223	
178	224	
179	225	
180	225	
181	231	19.1
182	230	
183	235	
184	234	
185	231	
186	231	26.01
187	224	
188	226	
189	223	
190	225	
191	221	27.61
192	223	
193	223	
194	221	
195	222	
196	221	36.61
197	222	
198	223	
199	224	
200	224	
201	224	31.71
202	226	
203	228	
204	229	
205	230	
206	231	31.71
