x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	15	
5	18	
6	18	
7	25	
8	26	
9	31	
10	37	
11	38	
12	39	
13	43	
14	44	
15	44	
16	45	
17	46	
18	46	
19	46	
20	46	
21	47	
22	50	
23	58	
24	59	
25	81	
26	81	
27	82	
28	86	
29	86	
30	86	
31	89	
32	90	
33	95	
34	95	
35	98	
36	99	
37	99	
38	101	
39	101	
40	101	
41	103	
42	103	
43	108	
44	108	
45	108	
46	111	
47	111	
48	112	
49	113	
50	114	
51	121	
52	127	
53	133	
54	133	
55	134	
56	134	
57	149	
58	150	
59	155	
60	158	
61	160	
62	166	
63	166	
64	168	
65	171	
66	173	
67	178	
68	184	
69	189	
70	191	
71	197	19.69
72	197	
73	198	
74	200	
75	205	
76	206	18.1
77	204	
78	208	
79	208	
80	214	
81	218	16
82	218	
83	218	
84	223	
85	227	
86	230	19.4
87	230	
88	228	
89	230	
90	232	
91	237	24.81
92	236	
93	235	
94	238	
95	242	
96	247	24.81
97	246	
98	242	
99	251	
100	251	
101	252	33.51
102	249	
103	251	
104	250	
105	249	
106	253	29.41
107	253	
108	252	
109	255	
110	270	
111	274	27.71
112	278	
113	279	
114	279	
115	284	
116	285	32.31
117	287	
118	287	
119	288	
120	286	
121	284	32.31
122	285	
123	284	
124	281	
125	280	
126	283	30.8
127	284	
128	290	
129	291	
130	293	
131	292	29.51
132	289	
133	281	
134	298	
135	298	
136	296	29.51
137	300	
138	300	
139	305	
140	324	
141	328	37.21
142	340	
143	339	
144	338	
145	343	
146	343	42.9
147	343	
148	344	
149	345	
150	351	
151	348	34.6
152	351	
153	355	
154	355	
155	356	
156	349	34.6
157	352	
158	358	
159	367	
160	372	
161	372	26.28
162	371	
163	377	
164	386	
165	391	
166	388	25.59
167	388	
168	395	
169	393	
170	395	
171	398	4.98
172	399	
173	411	
174	410	
175	406	
176	408	36.2
177	411	
178	416	
179	419	
180	408	
181	409	35.8
182	418	
183	418	
184	420	
185	415	
186	415	40.7
187	422	
188	423	
189	422	
190	425	
191	431	43.5
192	438	
193	435	
194	430	
195	436	
196	437	30.4
197	438	
198	435	
199	435	
200	445	
201	458	27.9
202	460	
203	459	
204	460	
205	464	
206	468	39.8
