x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	10	
5	10	
6	12	
7	15	
8	15	
9	17	
10	19	
11	19	
12	19	
13	21	
14	24	
15	24	
16	24	
17	24	
18	24	
19	26	
20	26	
21	26	
22	26	
23	47	
24	74	
25	90	
26	93	
27	94	
28	106	
29	107	
30	111	
31	111	
32	113	
33	124	
34	126	
35	126	
36	126	
37	133	
38	158	
39	162	
40	167	
41	168	
42	169	
43	175	
44	175	
45	178	
46	180	
47	182	
48	190	
49	192	
50	197	
51	202	
52	210	
53	243	
54	248	
55	273	
56	277	
57	279	
58	286	
59	288	
60	289	
61	293	
62	295	
63	311	
64	311	
65	314	
66	316	
67	321	
68	325	
69	326	
70	327	
71	329	19.9
72	338	
73	339	
74	338	
75	346	
76	346	20.83
77	350	
78	358	
79	363	
80	385	
81	392	18.43
82	402	
83	418	
84	421	
85	421	
86	430	16.63
87	430	
88	433	
89	439	
90	439	
91	447	16.63
92	447	
93	449	
94	449	
95	450	
96	458	20.73
97	456	
98	466	
99	469	
100	485	
101	497	16.63
102	496	
103	488	
104	488	
105	493	
106	499	20.73
107	508	
108	502	
109	501	
110	504	
111	514	27.03
112	518	
113	515	
114	519	
115	526	
116	525	25.93
117	521	
118	524	
119	520	
120	522	
121	505	36
122	502	
123	499	
124	500	
125	506	
126	505	33.9
127	522	
128	526	
129	529	
130	533	
131	527	29
132	528	
133	536	
134	539	
135	545	
136	535	31.1
137	526	
138	534	
139	531	
140	530	
141	530	29.3
142	514	
143	515	
144	523	
145	531	
146	539	32.6
147	526	
148	528	
149	535	
150	534	
151	532	34.12
152	519	
153	509	
154	518	
155	521	
156	512	34.9
157	502	
158	502	
159	499	
160	504	
161	502	37.6
162	509	
163	508	
164	507	
165	510	
166	508	38.9
167	518	
168	515	
169	507	
170	505	
171	511	37.3
172	511	
173	508	
174	510	
175	505	
176	529	36.5
177	527	
178	533	
179	549	
180	558	
181	565	36.2
182	575	
183	574	
184	579	
185	574	
186	592	33
187	589	
188	582	
189	579	
190	569	
191	574	18.5
192	591	
193	585	
194	586	
195	582	
196	583	16.9
197	616	
198	616	
199	623	
200	617	
201	618	15.4
202	643	
203	625	
204	622	
205	627	
206	628	21.45
207	628	
