x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	100	
5	100	
6	100	
7	102	
8	103	
9	105	
10	106	
11	107	
12	107	
13	107	
14	114	
15	116	
16	118	
17	144	
18	147	
19	150	
20	150	
21	151	
22	152	
23	157	
24	160	
25	161	
26	163	
27	167	
28	185	
29	185	
30	186	
31	187	
32	188	
33	193	
34	194	
35	196	
36	198	
37	198	
38	208	
39	208	
40	214	
41	214	
42	215	
43	221	
44	221	
45	222	
46	231	
47	233	
48	234	
49	230	
50	231	
51	234	
52	239	
53	239	
54	243	
55	243	
56	248	
57	259	
58	262	
59	262	
60	263	
61	264	
62	268	
63	269	
64	272	
65	272	
66	277	
67	278	
68	280	
69	292	
70	293	
71	294	45.1
72	298	
73	301	
74	303	
75	304	
76	305	45.46
77	306	
78	300	
79	300	
80	300	
81	299	45.1
82	300	
83	309	
84	312	
85	314	
86	312	50
87	313	
88	310	
89	309	
90	307	
91	304	51
92	316	
93	311	
94	300	
95	295	
96	295	44.6
97	306	
98	307	
99	308	
100	310	
101	313	38.4
102	315	
103	315	
104	320	
105	314	
106	313	45.6
107	313	
108	314	
109	316	
110	321	
111	319	44.3
112	325	
113	326	
114	327	
115	329	
116	328	38.2
117	326	
118	329	
119	333	
120	331	
121	335	35.5
122	338	
123	337	
124	337	
125	326	
126	326	31.9
127	332	
128	338	
129	344	
130	344	
131	343	33
132	350	
133	351	
134	353	
135	355	
136	357	33.8
137	342	
138	349	
139	350	
140	349	
141	354	30
142	347	
143	347	
144	354	
145	352	
146	359	32.9
147	355	
148	355	
149	359	
150	355	
151	356	29
152	364	
153	364	
154	370	
155	367	
156	364	27.96
157	367	
158	366	
159	364	
160	364	
161	356	30.1
162	357	
163	349	
164	349	
165	349	
166	347	33.57
167	348	
168	349	
169	345	
170	351	
171	351	29.31
172	357	
173	359	
174	359	
175	354	
176	351	19.86
177	347	
178	349	
179	347	
180	344	
181	344	20.56
182	344	
183	342	
184	357	
185	355	
186	361	19.86
187	360	
188	360	
189	356	
190	358	
191	358	20.76
192	359	
193	357	
194	354	
195	350	
196	352	37.71
197	353	
198	351	
199	352	
200	345	
201	341	24.9
202	345	
203	344	
204	344	
205	344	
206	343	25.4
207	342	
