x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	5	
5	5	
6	9	
7	10	
8	10	
9	11	
10	11	
11	11	
12	11	
13	11	
14	11	
15	12	
16	12	
17	12	
18	12	
19	13	
20	14	
21	16	
22	27	
23	28	
24	29	
25	29	
26	29	
27	29	
28	29	
29	30	
30	30	
31	30	
32	30	
33	31	
34	31	
35	31	
36	32	
37	32	
38	33	
39	34	
40	35	
41	35	
42	35	
43	35	
44	36	
45	36	
46	36	
47	36	
48	37	
49	37	
50	37	
51	39	
52	39	
53	40	
54	40	
55	40	
56	40	
57	40	
58	40	
59	40	
60	41	
61	41	
62	42	
63	42	
64	42	
65	43	
66	43	
67	43	
68	43	
69	43	
70	43	
71	43	21.86
72	44	
73	44	
74	45	
75	45	
76	45	20.84
77	44	
78	45	
79	45	
80	46	
81	45	19.2
82	45	
83	47	
84	47	
85	47	
86	47	21.9
87	48	
88	49	
89	46	
90	46	
91	45	22.6
92	45	
93	47	
94	46	
95	46	
96	48	22.6
97	49	
98	49	
99	49	
100	50	
101	50	22.6
102	56	
103	56	
104	56	
105	56	
106	56	22.6
107	56	
108	60	
109	60	
110	63	
111	63	22.6
112	63	
113	62	
114	62	
115	60	
116	60	22.6
117	59	
118	59	
119	62	
120	63	
121	63	25.5
122	72	
123	78	
124	81	
125	81	
126	81	26.5
127	83	
128	83	
129	84	
130	84	
131	84	26.2
132	84	
133	84	
134	84	
135	81	
136	80	36.4
137	81	
138	82	
139	83	
140	82	
141	84	35.6
142	84	
143	85	
144	85	
145	85	
146	85	41.5
147	87	
148	87	
149	87	
150	87	
151	87	40
152	88	
153	88	
154	94	
155	94	
156	94	40
157	95	
158	95	
159	96	
160	96	
161	98	38.8
162	98	
163	96	
164	96	
165	96	
166	96	42.6
167	97	
168	97	
169	113	
170	113	
171	114	42.3
172	115	
173	118	
174	119	
175	119	
176	119	32.32
177	119	
178	123	
179	123	
180	123	
181	124	28.42
182	125	
183	125	
184	127	
185	126	
186	126	31.3
187	126	
188	126	
189	126	
190	126	
191	125	25.5
192	125	
193	125	
194	128	
195	129	
196	131	27.56
197	130	
198	130	
199	134	
200	134	
201	132	22.33
202	133	
203	133	
204	133	
205	134	
206	131	13.1
