x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	20	
5	21	
6	28	
7	28	
8	57	
9	66	
10	72	
11	72	
12	76	
13	81	
14	81	
15	82	
16	82	
17	85	
18	86	
19	87	
20	88	
21	113	
22	123	
23	144	
24	145	
25	176	
26	177	
27	180	
28	194	
29	196	
30	204	
31	204	
32	208	
33	222	
34	226	
35	228	
36	238	
37	239	
38	247	
39	257	
40	259	
41	268	
42	268	
43	269	
44	274	
45	277	
46	277	
47	281	
48	284	
49	290	
50	300	
51	301	
52	304	
53	305	
54	314	
55	319	
56	327	
57	329	
58	333	
59	334	
60	339	
61	339	
62	342	
63	346	
64	346	
65	349	
66	351	
67	353	
68	355	
69	357	
70	360	
71	364	19
72	370	
73	370	
74	372	
75	370	
76	374	22.7
77	373	
78	373	
79	371	
80	373	
81	374	19.4
82	380	
83	382	
84	386	
85	386	
86	385	25.2
87	387	
88	387	
89	390	
90	388	
91	387	25.2
92	388	
93	387	
94	384	
95	384	
96	391	25.2
97	393	
98	409	
99	410	
100	402	
101	401	24.4
102	402	
103	403	
104	406	
105	403	
106	403	24.7
107	407	
108	402	
109	397	
110	398	
111	398	25.9
112	395	
113	394	
114	392	
115	396	
116	396	25.3
117	396	
118	392	
119	394	
120	350	
121	357	25.6
122	357	
123	341	
124	339	
125	345	
126	345	25
127	355	
128	348	
129	348	
130	349	
131	352	28.8
132	341	
133	337	
134	341	
135	321	
136	321	26.7
137	327	
138	326	
139	333	
140	318	
141	300	33.89
142	320	
143	320	
144	320	
145	312	
146	311	29.8
147	316	
148	315	
149	315	
150	305	
151	304	28.5
152	314	
153	302	
154	302	
155	299	
156	298	25.3
157	303	
158	305	
159	299	
160	301	
161	302	31
162	302	
163	303	
164	295	
165	295	
166	315	33.6
167	314	
168	313	
169	308	
170	306	
171	311	23.9
172	311	
173	314	
174	312	
175	312	
176	310	19.3
177	279	
178	278	
179	278	
180	280	
181	282	20.4
182	278	
183	276	
184	279	
185	283	
186	283	20.4
187	289	
188	290	
189	291	
190	289	
191	288	15.1
192	296	
193	298	
194	298	
195	298	
196	300	18.3
197	301	
198	303	
199	300	
200	301	
201	308	15.1
202	308	
203	311	
204	312	
205	310	
206	311	11.3
207	304	
