x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	7	
5	7	
6	7	
7	10	
8	24	
9	29	
10	30	
11	30	
12	30	
13	32	
14	35	
15	35	
16	36	
17	36	
18	36	
19	36	
20	37	
21	48	
22	48	
23	52	
24	57	
25	75	
26	75	
27	75	
28	81	
29	82	
30	82	
31	83	
32	83	
33	85	
34	86	
35	91	
36	92	
37	96	
38	105	
39	105	
40	108	
41	111	
42	112	
43	120	
44	120	
45	120	
46	127	
47	127	
48	128	
49	128	
50	129	
51	131	
52	136	
53	139	
54	141	
55	148	
56	151	
57	162	
58	162	
59	165	
60	165	
61	172	
62	176	
63	178	
64	186	
65	187	
66	193	
67	197	
68	206	
69	213	
70	213	
71	218	20.7
72	220	
73	219	
74	221	
75	222	
76	224	18.2
77	229	
78	229	
79	232	
80	246	
81	254	21.3
82	254	
83	254	
84	258	
85	260	
86	264	15.2
87	260	
88	261	
89	264	
90	268	
91	270	22.11
92	268	
93	273	
94	275	
95	276	
96	283	22.11
97	283	
98	284	
99	288	
100	289	
101	292	19.31
102	288	
103	292	
104	291	
105	292	
106	294	19.31
107	294	
108	296	
109	310	
110	308	
111	310	15.71
112	311	
113	312	
114	318	
115	311	
116	321	29.31
117	321	
118	320	
119	319	
120	315	
121	316	29.31
122	320	
123	324	
124	323	
125	324	
126	327	29.31
127	331	
128	329	
129	331	
130	334	
131	338	29.31
132	339	
133	338	
134	342	
135	346	
136	342	36.91
137	343	
138	337	
139	341	
140	350	
141	355	39.31
142	351	
143	354	
144	354	
145	352	
146	351	44.91
147	352	
148	356	
149	361	
150	360	
151	355	41.07
152	351	
153	357	
154	365	
155	369	
156	367	42.57
157	370	
158	365	
159	370	
160	375	
161	367	41.07
162	365	
163	370	
164	385	
165	399	
166	397	41.07
167	397	
168	399	
169	396	
170	398	
171	407	35.3
172	407	
173	407	
174	405	
175	405	
176	404	39.3
177	402	
178	401	
179	399	
180	400	
181	404	39.3
182	399	
183	403	
184	401	
185	407	
186	415	23.7
187	412	
188	411	
189	421	
190	425	
191	431	38.5
192	443	
193	443	
194	451	
195	457	
196	460	35.4
197	461	
198	460	
199	470	
200	478	
201	478	36.9
202	478	
203	475	
204	481	
205	483	
