x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	17	
5	17	
6	18	
7	27	
8	37	
9	53	
10	58	
11	59	
12	60	
13	62	
14	63	
15	63	
16	64	
17	64	
18	68	
19	68	
20	69	
21	79	
22	79	
23	97	
24	106	
25	138	
26	138	
27	138	
28	146	
29	148	
30	149	
31	149	
32	151	
33	156	
34	156	
35	156	
36	156	
37	156	
38	160	
39	160	
40	160	
41	163	
42	165	
43	182	
44	184	
45	185	
46	189	
47	194	
48	195	
49	196	
50	199	
51	203	
52	213	
53	222	
54	222	
55	228	
56	228	
57	235	
58	235	
59	236	
60	236	
61	238	
62	242	
63	242	
64	243	
65	243	
66	249	
67	259	
68	261	
69	264	
70	266	
71	277	15.6
72	281	
73	285	
74	291	
75	300	
76	302	6.3
77	304	
78	314	
79	314	
80	322	
81	323	11.5
82	329	
83	332	
84	329	
85	329	
86	333	6.1
87	333	
88	333	
89	335	
90	337	
91	337	17.57
92	339	
93	342	
94	345	
95	345	
96	346	17.57
97	346	
98	344	
99	347	
100	354	
101	356	17.57
102	350	
103	357	
104	356	
105	358	
106	359	17.57
107	360	
108	363	
109	365	
110	378	
111	387	17.27
112	397	
113	397	
114	417	
115	408	
116	407	20.6
117	413	
118	412	
119	415	
120	412	
121	415	20.43
122	429	
123	427	
124	428	
125	427	
126	426	17.81
127	427	
128	428	
129	435	
130	438	
131	442	17.57
132	443	
133	438	
134	440	
135	444	
136	441	16.77
137	445	
138	440	
139	445	
140	466	
141	464	19.67
142	469	
143	469	
144	468	
145	473	
146	470	32.97
147	469	
148	470	
149	472	
150	482	
151	479	29.07
152	479	
153	483	
154	489	
155	488	
156	482	29.17
157	484	
158	491	
159	500	
160	509	
161	513	33.7
162	512	
163	523	
164	526	
165	527	
166	515	33.7
167	515	
168	519	
169	517	
170	510	
171	514	33.7
172	524	
173	532	
174	532	
175	529	
176	531	42
177	551	
178	554	
179	555	
180	553	
181	553	41.8
182	570	
183	570	
184	564	
185	564	
186	569	26.1
187	582	
188	581	
189	575	
190	572	
191	601	27.8
192	608	
193	604	
194	591	
195	590	
196	598	27.1
197	594	
198	598	
199	599	
200	610	
201	633	38.5
202	628	
203	629	
204	631	
205	635	
206	635	31.3
