x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	23	
5	25	
6	26	
7	28	
8	29	
9	34	
10	41	
11	41	
12	41	
13	43	
14	43	
15	43	
16	44	
17	44	
18	45	
19	45	
20	45	
21	47	
22	48	
23	60	
24	79	
25	88	
26	89	
27	89	
28	94	
29	94	
30	94	
31	93	
32	94	
33	96	
34	98	
35	100	
36	102	
37	106	
38	124	
39	128	
40	130	
41	130	
42	130	
43	136	
44	139	
45	138	
46	141	
47	141	
48	143	
49	144	
50	145	
51	149	
52	153	
53	169	
54	177	
55	186	
56	187	
57	189	
58	192	
59	194	
60	198	
61	200	
62	201	
63	204	
64	205	
65	210	
66	210	
67	215	
68	220	
69	225	
70	225	
71	225	25.8
72	227	
73	229	
74	234	
75	238	
76	233	20.83
77	233	
78	236	
79	236	
80	242	
81	249	28.13
82	252	
83	260	
84	262	
85	262	
86	273	28.83
87	273	
88	274	
89	277	
90	276	
91	278	28.83
92	276	
93	283	
94	284	
95	284	
96	286	28.83
97	286	
98	292	
99	291	
100	299	
101	301	28.83
102	304	
103	304	
104	304	
105	309	
106	306	28.83
107	299	
108	295	
109	292	
110	294	
111	295	35.13
112	294	
113	296	
114	296	
115	302	
116	302	34.03
117	302	
118	298	
119	297	
120	300	
121	301	37.6
122	301	
123	293	
124	294	
125	305	
126	308	37.6
127	312	
128	309	
129	314	
130	316	
131	313	37.6
132	312	
133	316	
134	312	
135	314	
136	316	36.79
137	303	
138	307	
139	304	
140	303	
141	304	36.79
142	304	
143	305	
144	309	
145	312	
146	315	36.79
147	304	
148	303	
149	305	
150	308	
151	304	47.2
152	303	
153	296	
154	300	
155	297	
156	297	40.5
157	295	
158	295	
159	293	
160	293	
161	294	40.79
162	293	
163	295	
164	298	
165	300	
166	296	38.89
167	297	
168	296	
169	294	
170	296	
171	297	40.19
172	303	
173	304	
174	303	
175	302	
176	306	38.2
177	300	
178	299	
179	300	
180	298	
181	300	38.2
182	301	
183	297	
184	297	
185	297	
186	303	36.9
187	304	
188	296	
189	297	
190	287	
191	291	24.1
192	299	
193	298	
194	297	
195	292	
196	294	23.9
197	299	
198	298	
199	299	
200	293	
201	299	23.6
202	302	
203	293	
204	296	
205	292	
