x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	2	
6	2	
7	2	
8	2	
9	2	
10	2	
11	3	
12	3	
13	3	
14	3	
15	4	
16	4	
17	4	
18	4	
19	4	
20	4	
21	5	
22	5	
23	5	
24	5	
25	5	
26	5	
27	5	
28	5	
29	5	
30	5	
31	5	
32	5	
33	5	
34	5	
35	5	
36	7	
37	7	
38	7	
39	7	
40	8	
41	8	
42	8	
43	8	
44	8	
45	8	
46	8	
47	8	
48	8	
49	10	
50	10	
51	10	
52	10	
53	10	
54	10	
55	11	
56	11	
57	11	
58	11	
59	11	
60	11	
61	11	
62	11	
63	11	
64	12	
65	12	
66	12	
67	13	
68	13	
69	13	
70	13	
71	14	13.7
72	15	
73	15	
74	16	
75	17	
76	17	19.3
77	17	
78	17	
79	18	
80	18	
81	17	14.6
82	17	
83	19	
84	19	
85	19	
86	19	14.6
87	20	
88	22	
89	22	
90	22	
91	22	14.6
92	23	
93	22	
94	23	
95	24	
96	24	14.6
97	24	
98	26	
99	26	
100	27	
101	28	25.3
102	27	
103	28	
104	28	
105	28	
106	28	18.3
107	28	
108	28	
109	28	
110	29	
111	30	18.3
112	30	
113	30	
114	30	
115	32	
116	32	16
117	32	
118	32	
119	32	
120	32	
121	32	16
122	35	
123	36	
124	36	
125	36	
126	36	14.2
127	42	
128	42	
129	42	
130	41	
131	42	18.2
132	43	
133	43	
134	45	
135	44	
136	45	16.3
137	46	
138	45	
139	45	
140	46	
141	46	21
142	46	
143	46	
144	46	
145	46	
146	46	25.4
147	47	
148	47	
149	47	
150	49	
151	51	20.92
152	52	
153	52	
154	52	
155	54	
156	54	20.92
157	55	
158	55	
159	54	
160	54	
161	54	32.33
162	54	
163	56	
164	58	
165	57	
166	58	28.73
167	58	
168	60	
169	60	
170	60	
171	60	26.53
172	59	
173	59	
174	59	
175	59	
176	61	30.73
177	61	
178	59	
179	59	
180	59	
181	59	30.73
182	59	
183	59	
184	59	
185	62	
186	62	30.73
187	61	
188	61	
189	61	
190	62	
191	62	30.73
192	62	
193	62	
194	60	
195	59	
196	59	16.81
197	58	
198	58	
199	58	
200	59	
201	59	30.8
202	58	
203	58	
204	60	
205	60	
206	60	30.8
207	60	
