x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	3	
5	4	
6	4	
7	4	
8	4	
9	4	
10	4	
11	4	
12	4	
13	5	
14	5	
15	5	
16	5	
17	5	
18	5	
19	7	
20	7	
21	7	
22	7	
23	7	
24	8	
25	8	
26	8	
27	8	
28	8	
29	8	
30	8	
31	8	
32	10	
33	10	
34	10	
35	10	
36	10	
37	10	
38	10	
39	12	
40	12	
41	13	
42	13	
43	13	
44	13	
45	13	
46	13	
47	13	
48	13	
49	13	
50	13	
51	13	
52	13	
53	13	
54	13	
55	13	
56	13	
57	14	
58	14	
59	14	
60	14	
61	14	
62	14	
63	15	
64	17	
65	17	
66	17	
67	17	
68	17	
69	17	
70	17	
71	17	15.85
72	17	
73	19	
74	19	
75	19	
76	20	14.15
77	20	
78	20	
79	20	
80	20	
81	21	19.17
82	21	
83	21	
84	20	
85	20	
86	21	19.17
87	22	
88	22	
89	22	
90	22	
91	24	8.05
92	24	
93	24	
94	24	
95	25	
96	25	6.48
97	26	
98	27	
99	27	
100	28	
101	29	8.98
102	29	
103	29	
104	29	
105	30	
106	31	19.61
107	31	
108	30	
109	30	
110	32	
111	32	18.61
112	33	
113	34	
114	34	
115	34	
116	34	13.51
117	34	
118	33	
119	34	
120	34	
121	32	35.48
122	32	
123	34	
124	35	
125	35	
126	35	35.48
127	35	
128	34	
129	35	
130	35	
131	35	35.48
132	36	
133	36	
134	36	
135	36	
136	35	24.88
137	35	
138	36	
139	36	
140	36	
141	36	16.83
142	36	
143	36	
144	36	
145	41	
146	41	21.69
147	41	
148	41	
149	39	
150	41	
151	41	21.8
152	42	
153	42	
154	44	
155	44	
156	44	25.02
157	45	
158	47	
159	47	
160	47	
161	48	32.72
162	48	
163	48	
164	47	
165	47	
166	47	32.72
167	48	
168	48	
169	48	
170	48	
171	48	33.62
172	49	
173	50	
174	51	
175	51	
176	51	32.7
177	51	
178	51	
179	52	
180	52	
181	52	44.4
182	52	
183	52	
184	52	
185	52	
186	52	42.5
187	50	
188	51	
189	51	
190	51	
191	51	47.1
192	51	
193	51	
194	51	
195	51	
196	51	42.5
197	51	
198	51	
199	50	
200	52	
201	52	34.4
202	55	
203	55	
204	54	
205	52	
