x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	11	
5	12	
6	13	
7	26	
8	36	
9	71	
10	72	
11	75	
12	75	
13	81	
14	82	
15	84	
16	84	
17	86	
18	88	
19	88	
20	88	
21	101	
22	109	
23	114	
24	134	
25	156	
26	170	
27	170	
28	176	
29	177	
30	180	
31	181	
32	183	
33	190	
34	191	
35	193	
36	196	
37	199	
38	211	
39	212	
40	215	
41	221	
42	222	
43	239	
44	239	
45	241	
46	251	
47	252	
48	257	
49	260	
50	265	
51	270	
52	272	
53	297	
54	314	
55	319	
56	325	
57	350	
58	354	
59	364	
60	369	
61	371	
62	380	
63	382	
64	390	
65	391	
66	404	
67	422	
68	429	
69	434	
70	438	
71	446	21
72	446	
73	450	
74	453	
75	453	
76	453	7.4
77	452	
78	457	
79	456	
80	479	
81	484	25.51
82	481	
83	482	
84	486	
85	490	
86	507	14.31
87	507	
88	512	
89	525	
90	529	
91	528	14.31
92	529	
93	532	
94	534	
95	544	
96	545	17.61
97	547	
98	566	
99	583	
100	582	
101	582	20.51
102	573	
103	584	
104	581	
105	582	
106	583	21.81
107	585	
108	582	
109	595	
110	594	
111	599	21.81
112	598	
113	595	
114	603	
115	596	
116	603	33.91
117	607	
118	609	
119	618	
120	600	
121	592	21.81
122	600	
123	599	
124	599	
125	599	
126	589	38.01
127	597	
128	625	
129	626	
130	636	
131	639	44.21
132	639	
133	643	
134	644	
135	636	
136	637	49.81
137	636	
138	647	
139	650	
140	639	
141	638	50.31
142	640	
143	641	
144	638	
145	637	
146	631	43.61
147	636	
148	647	
149	645	
150	647	
151	648	42.55
152	652	
153	664	
154	659	
155	658	
156	668	20.05
157	661	
158	661	
159	658	
160	675	
161	685	27.15
162	685	
163	680	
164	682	
165	681	
166	685	41.6
167	686	
168	689	
169	685	
170	700	
171	693	43.8
172	695	
173	684	
174	685	
175	689	
176	684	35.3
177	680	
178	679	
179	684	
180	690	
181	690	44.2
182	679	
183	684	
184	681	
185	681	
186	680	28.6
187	673	
188	678	
189	696	
190	683	
191	683	40.8
192	676	
193	675	
194	677	
195	690	
196	699	35.5
197	699	
198	702	
199	704	
200	697	
201	698	41.4
202	702	
203	698	
204	699	
205	701	
206	700	41.4
