x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	7	
5	9	
6	9	
7	14	
8	30	
9	41	
10	42	
11	42	
12	43	
13	46	
14	50	
15	50	
16	51	
17	54	
18	54	
19	54	
20	54	
21	57	
22	57	
23	66	
24	75	
25	82	
26	84	
27	84	
28	87	
29	87	
30	89	
31	90	
32	90	
33	93	
34	93	
35	93	
36	110	
37	114	
38	118	
39	119	
40	121	
41	133	
42	134	
43	135	
44	155	
45	156	
46	163	
47	165	
48	166	
49	168	
50	170	
51	171	
52	173	
53	174	
54	174	
55	174	
56	174	
57	176	
58	176	
59	177	
60	177	
61	195	
62	200	
63	201	
64	201	
65	203	
66	206	
67	212	
68	221	
69	221	
70	221	
71	223	20.96
72	224	
73	225	
74	230	
75	231	
76	232	13.86
77	233	
78	235	
79	240	
80	241	
81	250	11.43
82	254	
83	260	
84	265	
85	273	
86	277	13.23
87	278	
88	278	
89	279	
90	281	
91	282	17.86
92	281	
93	282	
94	284	
95	297	
96	298	19.23
97	299	
98	296	
99	296	
100	297	
101	297	16.3
102	301	
103	300	
104	310	
105	303	
106	307	17.1
107	305	
108	305	
109	302	
110	320	
111	320	20.4
112	324	
113	324	
114	320	
115	317	
116	317	23.8
117	311	
118	311	
119	309	
120	314	
121	313	14.8
122	316	
123	316	
124	344	
125	348	
126	355	20.33
127	353	
128	354	
129	361	
130	362	
131	364	17.66
132	360	
133	361	
134	362	
135	367	
136	372	17.96
137	363	
138	362	
139	366	
140	366	
141	370	36.7
142	371	
143	372	
144	389	
145	390	
146	388	39.8
147	385	
148	385	
149	389	
150	391	
151	390	42.2
152	388	
153	384	
154	390	
155	389	
156	425	39.9
157	427	
158	427	
159	423	
160	423	
161	423	36.5
162	425	
163	427	
164	415	
165	416	
166	426	38
167	427	
168	425	
169	428	
170	426	
171	461	41.8
172	461	
173	466	
174	468	
175	466	
176	467	26.94
177	467	
178	466	
179	471	
180	477	
181	476	37.4
182	476	
183	478	
184	480	
185	475	
186	481	33.9
187	481	
188	477	
189	475	
190	473	
191	461	33.9
192	462	
193	466	
194	464	
195	467	
196	471	34.6
197	472	
198	476	
199	476	
200	477	
201	479	24.52
202	480	
203	481	
204	483	
205	482	
206	484	18.92
