x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	2	
6	2	
7	2	
8	3	
9	3	
10	4	
11	4	
12	4	
13	5	
14	5	
15	5	
16	5	
17	6	
18	7	
19	7	
20	7	
21	7	
22	7	
23	7	
24	11	
25	12	
26	12	
27	12	
28	12	
29	12	
30	12	
31	12	
32	12	
33	13	
34	13	
35	13	
36	15	
37	17	
38	18	
39	19	
40	19	
41	19	
42	22	
43	23	
44	23	
45	24	
46	25	
47	25	
48	25	
49	25	
50	27	
51	27	
52	28	
53	30	
54	30	
55	30	
56	30	
57	30	
58	33	
59	33	
60	33	
61	33	
62	34	
63	34	
64	34	
65	34	
66	34	
67	35	
68	36	
69	36	
70	36	
71	36	13.7
72	36	
73	36	
74	39	
75	39	
76	39	18.2
77	41	
78	42	
79	42	
80	42	
81	42	13.2
82	43	
83	46	
84	45	
85	46	
86	47	14.6
87	47	
88	47	
89	48	
90	51	
91	51	14.6
92	51	
93	52	
94	51	
95	50	
96	50	14.6
97	63	
98	63	
99	64	
100	64	
101	69	24.8
102	69	
103	71	
104	71	
105	71	
106	72	11.4
107	72	
108	73	
109	74	
110	75	
111	75	18.3
112	75	
113	75	
114	75	
115	80	
116	80	10.1
117	82	
118	86	
119	86	
120	87	
121	87	16
122	88	
123	87	
124	86	
125	92	
126	94	16
127	95	
128	95	
129	94	
130	105	
131	103	17.8
132	104	
133	105	
134	105	
135	108	
136	105	15.4
137	109	
138	112	
139	113	
140	115	
141	114	20.1
142	114	
143	118	
144	118	
145	118	
146	118	21.5
147	118	
148	122	
149	122	
150	123	
151	123	25.62
152	123	
153	125	
154	125	
155	125	
156	124	16.92
157	124	
158	125	
159	122	
160	124	
161	125	35.53
162	126	
163	126	
164	127	
165	124	
166	127	27.88
167	129	
168	125	
169	126	
170	126	
171	127	26.53
172	126	
173	125	
174	126	
175	125	
176	125	26.53
177	126	
178	126	
179	127	
180	130	
181	124	30.73
182	130	
183	131	
184	131	
185	131	
186	131	30.73
187	132	
188	137	
189	136	
190	138	
191	137	30.73
192	138	
193	137	
194	137	
195	136	
196	135	33.33
197	132	
198	131	
199	130	
200	127	
201	126	23.92
202	127	
203	127	
204	123	
205	125	
206	122	30.8
