x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	5	
5	5	
6	5	
7	5	
8	5	
9	5	
10	6	
11	7	
12	7	
13	7	
14	7	
15	7	
16	7	
17	7	
18	7	
19	12	
20	12	
21	12	
22	12	
23	12	
24	12	
25	14	
26	14	
27	14	
28	15	
29	15	
30	15	
31	16	
32	16	
33	16	
34	16	
35	18	
36	18	
37	19	
38	19	
39	19	
40	19	
41	19	
42	19	
43	20	
44	21	
45	21	
46	21	
47	21	
48	24	
49	24	
50	25	
51	27	
52	28	
53	29	
54	29	
55	29	
56	30	
57	30	
58	30	
59	30	
60	30	
61	30	
62	31	
63	38	
64	38	
65	39	
66	39	
67	39	
68	40	
69	40	
70	40	
71	42	63.29
72	42	
73	42	
74	42	
75	42	
76	43	39.79
77	43	
78	43	
79	44	
80	44	
81	44	44.39
82	45	
83	45	
84	45	
85	49	
86	49	25.89
87	50	
88	51	
89	51	
90	50	
91	50	19.49
92	53	
93	53	
94	53	
95	54	
96	53	15.28
97	55	
98	55	
99	53	
100	53	
101	55	18.15
102	58	
103	59	
104	58	
105	58	
106	62	22.9
107	62	
108	63	
109	63	
110	63	
111	64	23
112	64	
113	68	
114	67	
115	67	
116	68	28.31
117	71	
118	72	
119	72	
120	72	
121	73	26.8
122	73	
123	73	
124	73	
125	74	
126	74	30.1
127	75	
128	74	
129	76	
130	76	
131	75	29.6
132	76	
133	74	
134	68	
135	71	
136	71	32.6
137	71	
138	72	
139	72	
140	82	
141	87	27.3
142	87	
143	87	
144	87	
145	90	
146	92	33.5
147	93	
148	93	
149	93	
150	93	
151	95	32.7
152	97	
153	100	
154	100	
155	100	
156	101	34.83
157	101	
158	101	
159	101	
160	102	
161	102	34
162	102	
163	103	
164	105	
165	105	
166	107	32.23
167	106	
168	107	
169	106	
170	106	
171	106	23.27
172	107	
173	107	
174	107	
175	108	
176	107	21.17
177	108	
178	109	
179	108	
180	109	
181	109	23.79
182	110	
183	110	
184	108	
185	106	
186	106	20.74
187	110	
188	109	
189	109	
190	109	
191	107	34.55
192	105	
193	105	
194	104	
195	105	
196	104	24.15
197	103	
198	105	
199	104	
200	104	
201	104	29.45
202	100	
203	100	
204	100	
205	100	
206	100	29.45
