x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	12	
5	12	
6	15	
7	16	
8	16	
9	16	
10	16	
11	17	
12	18	
13	18	
14	18	
15	23	
16	26	
17	26	
18	29	
19	29	
20	32	
21	32	
22	32	
23	33	
24	34	
25	36	
26	40	
27	40	
28	42	
29	42	
30	45	
31	45	
32	48	
33	50	
34	50	
35	50	
36	51	
37	51	
38	53	
39	53	
40	54	
41	54	
42	54	
43	54	
44	54	
45	58	
46	58	
47	58	
48	58	
49	58	
50	58	
51	62	
52	62	
53	62	
54	63	
55	63	
56	63	
57	64	
58	64	
59	65	
60	65	
61	66	
62	66	
63	66	
64	66	
65	66	
66	67	
67	67	
68	67	
69	67	
70	67	
71	69	23.94
72	71	
73	85	
74	84	
75	91	
76	91	20
77	93	
78	93	
79	93	
80	92	
81	95	27.7
82	98	
83	98	
84	99	
85	99	
86	100	28.3
87	103	
88	103	
89	105	
90	105	
91	107	25.7
92	109	
93	109	
94	111	
95	111	
96	113	26.6
97	111	
98	111	
99	113	
100	114	
101	114	26.6
102	115	
103	117	
104	123	
105	122	
106	122	26.6
107	120	
108	120	
109	120	
110	120	
111	121	26.6
112	121	
113	123	
114	124	
115	124	
116	132	27.5
117	134	
118	139	
119	139	
120	138	
121	139	31.23
122	139	
123	138	
124	140	
125	140	
126	141	31.23
127	141	
128	142	
129	140	
130	142	
131	145	39.2
132	145	
133	146	
134	146	
135	147	
136	154	36.4
137	154	
138	152	
139	152	
140	153	
141	150	35.3
142	149	
143	148	
144	151	
145	153	
146	153	40.2
147	152	
148	165	
149	165	
150	167	
151	169	37.3
152	169	
153	169	
154	169	
155	170	
156	168	31
157	170	
158	174	
159	174	
160	176	
161	176	42.6
162	174	
163	186	
164	186	
165	185	
166	186	39.9
167	186	
168	190	
169	190	
170	189	
171	191	39.2
172	194	
173	196	
174	196	
175	196	
176	194	35.7
177	195	
178	196	
179	196	
180	195	
181	193	36.8
182	193	
183	191	
184	186	
185	186	
186	186	38.6
187	186	
188	189	
189	188	
190	189	
191	189	27.69
192	189	
193	192	
194	194	
195	190	
196	188	23.3
197	190	
198	191	
199	194	
200	194	
201	194	23.3
202	195	
203	196	
204	197	
205	196	
206	195	21.79
