x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	21	
5	22	
6	22	
7	27	
8	28	
9	38	
10	42	
11	42	
12	42	
13	43	
14	44	
15	45	
16	45	
17	46	
18	46	
19	47	
20	48	
21	51	
22	53	
23	54	
24	61	
25	78	
26	79	
27	80	
28	80	
29	82	
30	82	
31	82	
32	83	
33	87	
34	87	
35	90	
36	91	
37	92	
38	99	
39	100	
40	100	
41	102	
42	102	
43	110	
44	110	
45	111	
46	112	
47	113	
48	114	
49	114	
50	119	
51	144	
52	153	
53	161	
54	165	
55	168	
56	168	
57	178	
58	178	
59	179	
60	183	
61	186	
62	188	
63	190	
64	190	
65	193	
66	195	
67	202	
68	204	
69	204	
70	206	
71	210	19.69
72	216	
73	217	
74	218	
75	220	
76	223	18.1
77	221	
78	228	
79	228	
80	232	
81	235	16
82	236	
83	238	
84	238	
85	242	
86	246	19.4
87	247	
88	247	
89	257	
90	258	
91	262	24.81
92	260	
93	259	
94	265	
95	265	
96	268	24.81
97	268	
98	268	
99	268	
100	273	
101	274	33.51
102	272	
103	270	
104	272	
105	276	
106	278	29.41
107	279	
108	280	
109	289	
110	306	
111	310	27.71
112	312	
113	313	
114	325	
115	326	
116	333	32.31
117	333	
118	337	
119	335	
120	340	
121	339	32.31
122	350	
123	348	
124	348	
125	351	
126	353	30.8
127	360	
128	362	
129	370	
130	369	
131	367	29.51
132	366	
133	358	
134	372	
135	372	
136	367	29.51
137	369	
138	366	
139	373	
140	398	
141	410	37.21
142	421	
143	423	
144	423	
145	432	
146	433	42.9
147	428	
148	433	
149	431	
150	436	
151	432	34.6
152	433	
153	438	
154	445	
155	443	
156	441	34.6
157	440	
158	441	
159	449	
160	457	
161	453	26.28
162	451	
163	459	
164	468	
165	470	
166	467	25.59
167	467	
168	478	
169	476	
170	475	
171	476	4.98
172	475	
173	486	
174	483	
175	482	
176	483	36.2
177	487	
178	491	
179	493	
180	503	
181	504	35.8
182	515	
183	512	
184	512	
185	511	
186	509	40.7
187	511	
188	513	
189	514	
190	510	
191	508	43.5
192	515	
193	512	
194	510	
195	513	
196	515	30.4
197	516	
198	516	
199	513	
200	522	
201	530	27.9
202	531	
203	530	
204	525	
205	530	
206	538	39.8
