x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	6	
5	6	
6	6	
7	6	
8	6	
9	6	
10	9	
11	10	
12	11	
13	10	
14	10	
15	6	
16	9	
17	10	
18	14	
19	14	
20	14	
21	16	
22	18	
23	18	
24	19	
25	19	
26	20	
27	20	
28	20	
29	21	
30	22	
31	22	
32	22	
33	29	
34	33	
35	38	
36	40	
37	46	
38	46	
39	47	
40	51	
41	52	
42	52	
43	52	
44	52	
45	54	
46	54	
47	54	
48	58	
49	59	
50	60	
51	64	
52	64	
53	64	
54	64	
55	64	
56	64	
57	65	
58	65	
59	66	
60	68	
61	68	
62	70	
63	71	
64	71	
65	72	
66	73	
67	73	
68	73	
69	73	
70	73	
71	74	16.22
72	75	
73	75	
74	76	
75	76	
76	77	22.9
77	77	
78	78	
79	78	
80	79	
81	81	22.8
82	81	
83	81	
84	82	
85	82	
86	87	22.8
87	87	
88	87	
89	85	
90	85	
91	86	22.8
92	86	
93	90	
94	92	
95	97	
96	99	22.8
97	99	
98	99	
99	98	
100	98	
101	100	22.8
102	97	
103	96	
104	96	
105	96	
106	96	22.9
107	95	
108	95	
109	98	
110	101	
111	103	22.9
112	103	
113	103	
114	104	
115	104	
116	103	24.4
117	101	
118	101	
119	103	
120	104	
121	106	29.4
122	106	
123	106	
124	107	
125	104	
126	104	31.1
127	106	
128	108	
129	106	
130	104	
131	104	27.7
132	96	
133	95	
134	95	
135	93	
136	93	27.7
137	92	
138	92	
139	92	
140	92	
141	91	32.99
142	90	
143	90	
144	91	
145	87	
146	90	33.7
147	90	
148	90	
149	87	
150	87	
151	92	38.4
152	92	
153	94	
154	97	
155	98	
156	101	31.6
157	103	
158	102	
159	102	
160	102	
161	104	34.3
162	109	
163	108	
164	111	
165	106	
166	106	33.9
167	104	
168	103	
169	103	
170	104	
171	100	33.1
172	99	
173	99	
174	100	
175	99	
176	99	22.7
177	101	
178	113	
179	113	
180	116	
181	115	22.3
182	114	
183	115	
184	116	
185	115	
186	115	20.4
187	115	
188	116	
189	115	
190	114	
191	113	15.1
192	116	
193	116	
194	116	
195	115	
196	115	18.3
197	115	
198	115	
199	115	
200	115	
201	115	15.1
202	115	
203	114	
204	116	
205	116	
