x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	28	
6	29	
7	30	
8	30	
9	32	
10	32	
11	34	
12	35	
13	35	
14	39	
15	40	
16	40	
17	45	
18	51	
19	57	
20	69	
21	76	
22	86	
23	86	
24	97	
25	97	
26	97	
27	97	
28	97	
29	102	
30	103	
31	106	
32	108	
33	109	
34	114	
35	115	
36	120	
37	120	
38	120	
39	124	
40	135	
41	135	
42	140	
43	141	
44	144	
45	148	
46	163	
47	171	
48	173	
49	178	
50	183	
51	187	
52	187	
53	190	
54	191	
55	191	
56	195	
57	196	
58	199	
59	200	
60	201	
61	201	
62	205	
63	214	
64	216	
65	219	
66	220	
67	221	
68	221	
69	222	
70	224	
71	226	19.4
72	226	
73	227	
74	228	
75	234	
76	236	14.25
77	243	
78	246	
79	244	
80	251	
81	254	11.1
82	255	
83	264	
84	260	
85	264	
86	271	12.2
87	275	
88	284	
89	282	
90	284	
91	320	8.28
92	321	
93	343	
94	338	
95	344	
96	354	30.73
97	334	
98	338	
99	343	
100	350	
101	359	25.1
102	363	
103	364	
104	368	
105	365	
106	367	18.75
107	400	
108	401	
109	404	
110	409	
111	398	25.8
112	397	
113	389	
114	390	
115	397	
116	397	28.09
117	396	
118	401	
119	401	
120	407	
121	410	28.43
122	411	
123	413	
124	415	
125	413	
126	450	32.93
127	453	
128	455	
129	445	
130	453	
131	452	28.43
132	459	
133	458	
134	466	
135	458	
136	493	25.85
137	507	
138	510	
139	511	
140	524	
141	527	30.52
142	549	
143	551	
144	554	
145	550	
146	560	38.62
147	565	
148	568	
149	574	
150	575	
151	581	38.62
152	599	
153	606	
154	614	
155	613	
156	616	38.62
157	618	
158	627	
159	628	
160	627	
161	637	38.62
162	643	
163	686	
164	688	
165	688	
166	687	43.03
167	699	
168	704	
169	706	
170	699	
171	720	37.43
172	751	
173	752	
174	758	
175	754	
176	763	37.93
177	774	
178	789	
179	800	
180	771	
181	812	34.93
182	814	
183	816	
184	841	
185	841	
186	848	36.73
187	843	
188	842	
189	861	
190	854	
191	861	37.65
192	856	
193	853	
194	866	
195	879	
196	868	37.65
197	881	
198	888	
199	891	
200	894	
201	899	37.65
202	908	
203	916	
204	912	
205	928	
