x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	1	
5	1	
6	1	
7	4	
8	4	
9	4	
10	4	
11	4	
12	8	
13	8	
14	8	
15	8	
16	8	
17	8	
18	9	
19	9	
20	9	
21	10	
22	11	
23	11	
24	20	
25	37	
26	37	
27	37	
28	38	
29	38	
30	38	
31	40	
32	41	
33	44	
34	46	
35	48	
36	48	
37	49	
38	51	
39	56	
40	57	
41	56	
42	56	
43	57	
44	58	
45	59	
46	59	
47	59	
48	60	
49	60	
50	60	
51	60	
52	65	
53	69	
54	70	
55	74	
56	74	
57	76	
58	76	
59	81	
60	81	
61	83	
62	83	
63	83	
64	84	
65	85	
66	85	
67	93	
68	98	
69	100	
70	110	
71	110	26.76
72	110	
73	110	
74	110	
75	111	
76	111	19.94
77	114	
78	121	
79	121	
80	121	
81	121	22.4
82	125	
83	125	
84	128	
85	128	
86	131	23.5
87	131	
88	132	
89	136	
90	137	
91	139	32.3
92	139	
93	140	
94	147	
95	151	
96	154	32.81
97	155	
98	158	
99	157	
100	157	
101	166	31.7
102	166	
103	169	
104	178	
105	177	
106	179	29.81
107	183	
108	183	
109	184	
110	188	
111	189	34.21
112	193	
113	193	
114	192	
115	193	
116	195	37.72
117	193	
118	199	
119	199	
120	200	
121	199	39.42
122	199	
123	203	
124	205	
125	206	
126	206	42.71
127	208	
128	208	
129	223	
130	222	
131	222	38.91
132	223	
133	224	
134	222	
135	216	
136	215	30.8
137	219	
138	219	
139	218	
140	223	
141	221	27.2
142	243	
143	245	
144	244	
145	243	
146	243	30.8
147	252	
148	250	
149	252	
150	258	
151	259	30.8
152	272	
153	272	
154	271	
155	272	
156	271	29.97
157	273	
158	271	
159	270	
160	270	
161	270	31.27
162	270	
163	270	
164	270	
165	271	
166	272	30.7
167	273	
168	275	
169	273	
170	273	
171	271	21.6
172	274	
173	273	
174	274	
175	273	
176	273	11.6
177	272	
178	269	
179	274	
180	279	
181	280	16.67
182	281	
183	281	
184	274	
185	279	
186	274	9.57
187	274	
188	272	
189	272	
190	267	
191	266	7.87
192	263	
193	252	
194	255	
195	261	
196	261	11.4
197	261	
198	260	
199	257	
200	274	
201	273	12
202	275	
203	282	
204	283	
205	291	
206	293	12.42
