x	coverage	secondary_structure
1	0	
2	0	
3	0	
4	13	
5	14	
6	16	
7	31	
8	36	
9	46	
10	57	
11	57	
12	57	
13	63	
14	67	
15	69	
16	73	
17	76	
18	79	
19	80	
20	80	
21	84	
22	91	
23	129	
24	174	
25	228	
26	230	
27	231	
28	248	
29	250	
30	258	
31	259	
32	266	
33	284	
34	287	
35	297	
36	298	
37	307	
38	329	
39	332	
40	333	
41	349	
42	349	
43	375	
44	376	
45	379	
46	412	
47	416	
48	421	
49	428	
50	447	
51	468	
52	507	
53	522	
54	526	
55	550	
56	556	
57	590	
58	590	
59	593	
60	601	
61	612	
62	629	
63	630	
64	637	
65	638	
66	657	
67	673	
68	677	
69	679	
70	685	
71	701	25.3
72	706	
73	710	
74	710	
75	713	
76	724	18.2
77	726	
78	740	
79	742	
80	767	
81	776	16.1
82	777	
83	779	
84	790	
85	803	
86	817	23.72
87	819	
88	823	
89	839	
90	845	
91	867	18.8
92	868	
93	868	
94	880	
95	897	
96	906	26.5
97	907	
98	907	
99	930	
100	939	
101	940	26.71
102	930	
103	934	
104	941	
105	941	
106	931	28.3
107	922	
108	913	
109	933	
110	980	
111	992	27.6
112	999	
113	998	
114	1012	
115	1018	
116	1025	34
117	1034	
118	1027	
119	1042	
120	1034	
121	1037	34
122	1057	
123	1063	
124	1044	
125	1041	
126	1048	33.91
127	1071	
128	1072	
129	1075	
130	1076	
131	1099	29.61
132	1106	
133	1093	
134	1113	
135	1118	
136	1116	29.61
137	1123	
138	1111	
139	1126	
140	1177	
141	1191	37.31
142	1203	
143	1200	
144	1199	
145	1214	
146	1210	41.8
147	1211	
148	1217	
149	1220	
150	1226	
151	1206	33.47
152	1209	
153	1221	
154	1234	
155	1233	
156	1222	30.97
157	1212	
158	1216	
159	1241	
160	1259	
161	1263	22.8
162	1263	
163	1276	
164	1288	
165	1296	
166	1279	25.4
167	1280	
168	1297	
169	1280	
170	1271	
171	1266	29.6
172	1288	
173	1305	
174	1303	
175	1297	
176	1306	46.3
177	1331	
178	1332	
179	1335	
180	1337	
181	1339	44.5
182	1367	
183	1361	
184	1365	
185	1361	
186	1356	39.7
187	1370	
188	1369	
189	1353	
190	1358	
191	1361	39.7
192	1375	
